"Compartment"	"Host_order"	"Rank_2"	"total_reads"	"total_reads_com_host"	"prop"
"1304"	"Total_phyllosphere"	"Brassicales"	"Patescibacteria"	1363	2080471	0.000655140110100069
"1305"	"Total_phyllosphere"	"Brassicales"	"Pauc34f"	0	2080471	0
"1306"	"Total_phyllosphere"	"Brassicales"	"Planctomycetota"	4402	2080471	0.00211586703203265
"1307"	"Total_phyllosphere"	"Brassicales"	"Proteobacteria"	1445992	2080471	0.695031077097446
"1308"	"Total_phyllosphere"	"Brassicales"	"Rcp2-54"	132	2080471	6.34471713376442e-05
"1309"	"Total_phyllosphere"	"Brassicales"	"Sar324"	40	2080471	1.92264155568619e-05
"1310"	"Total_phyllosphere"	"Brassicales"	"Spirochaetota"	12	2080471	5.76792466705856e-06
"1311"	"Total_phyllosphere"	"Brassicales"	"Sumerlaeota"	44	2080471	2.11490571125481e-05
"1312"	"Total_phyllosphere"	"Brassicales"	"Sva0485"	0	2080471	0
"1313"	"Total_phyllosphere"	"Brassicales"	"Synergistota"	0	2080471	0
"1314"	"Total_phyllosphere"	"Brassicales"	"Ta06"	0	2080471	0
"1315"	"Total_phyllosphere"	"Brassicales"	"Thermotogota"	0	2080471	0
"1316"	"Total_phyllosphere"	"Brassicales"	"Verrucomicrobiota"	6384	2080471	0.00306853592287516
"1317"	"Total_phyllosphere"	"Brassicales"	"Wor-1"	0	2080471	0
"1318"	"Total_phyllosphere"	"Brassicales"	"Wps-2"	121	2080471	5.81599070595072e-05
"1319"	"Total_phyllosphere"	"Brassicales"	"Ws1"	0	2080471	0
"1320"	"Total_phyllosphere"	"Brassicales"	"Ws2"	3	2080471	1.44198116676464e-06
"1321"	"Total_phyllosphere"	"Brassicales"	"Ws4"	0	2080471	0
"1322"	"Total_phyllosphere"	"Brassicales"	"Zixibacteria"	0	2080471	0
"1323"	"Total_phyllosphere"	"Caryophyllales"	"Abditibacteriota"	29	506785	5.72234774115256e-05
"1324"	"Total_phyllosphere"	"Caryophyllales"	"Acidobacteriota"	2275	506785	0.00448908314176623
"1325"	"Total_phyllosphere"	"Caryophyllales"	"Actinobacteriota"	17097	506785	0.0337361997691329
"1326"	"Total_phyllosphere"	"Caryophyllales"	"Armatimonadota"	33	506785	6.51163708475981e-05
"1327"	"Total_phyllosphere"	"Caryophyllales"	"Bacteroidota"	27508	506785	0.0542794281598706
"1328"	"Total_phyllosphere"	"Caryophyllales"	"Bdellovibrionota"	308	506785	0.000607752794577582
"1329"	"Total_phyllosphere"	"Caryophyllales"	"Caldatribacteriota"	0	506785	0
"1330"	"Total_phyllosphere"	"Caryophyllales"	"Campilobacterota"	0	506785	0
"1331"	"Total_phyllosphere"	"Caryophyllales"	"Chloroflexi"	561	506785	0.00110697830440917
"1332"	"Total_phyllosphere"	"Caryophyllales"	"Cyanobacteria"	73	506785	0.000144045305208323
"1333"	"Total_phyllosphere"	"Caryophyllales"	"Deferribacterota"	0	506785	0
"1334"	"Total_phyllosphere"	"Caryophyllales"	"Deinococcota"	96	506785	0.00018942944246574
"1335"	"Total_phyllosphere"	"Caryophyllales"	"Dependentiae"	55	506785	0.000108527284745997
"1336"	"Total_phyllosphere"	"Caryophyllales"	"Desulfobacterota"	186	506785	0.000367019544777371
"1337"	"Total_phyllosphere"	"Caryophyllales"	"Elusimicrobiota"	0	506785	0
"1338"	"Total_phyllosphere"	"Caryophyllales"	"Entotheonellaeota"	5	506785	9.86611679509062e-06
"1339"	"Total_phyllosphere"	"Caryophyllales"	"Fibrobacterota"	18	506785	3.55180204623262e-05
"1340"	"Total_phyllosphere"	"Caryophyllales"	"Firmicutes"	49215	506785	0.097112187614077
"1341"	"Total_phyllosphere"	"Caryophyllales"	"Fusobacteriota"	0	506785	0
"1342"	"Total_phyllosphere"	"Caryophyllales"	"Gemmatimonadota"	1471	506785	0.00290261156111566
"1343"	"Total_phyllosphere"	"Caryophyllales"	"Latescibacterota"	16	506785	3.157157374429e-05
"1344"	"Total_phyllosphere"	"Caryophyllales"	"Marinimicrobia"	0	506785	0
"1345"	"Total_phyllosphere"	"Caryophyllales"	"Mbnt15"	0	506785	0
"1346"	"Total_phyllosphere"	"Caryophyllales"	"Methylomirabilota"	24	506785	4.7357360616435e-05
"1347"	"Total_phyllosphere"	"Caryophyllales"	"Myxococcota"	1295	506785	0.00255532424992847
"1348"	"Total_phyllosphere"	"Caryophyllales"	"Nb1-j"	67	506785	0.000132205965054214
"1349"	"Total_phyllosphere"	"Caryophyllales"	"Nitrospirota"	195	506785	0.000384778555008534
"1350"	"Total_phyllosphere"	"Caryophyllales"	"Patescibacteria"	184	506785	0.000363073098059335
"1351"	"Total_phyllosphere"	"Caryophyllales"	"Planctomycetota"	1200	506785	0.00236786803082175
"1352"	"Total_phyllosphere"	"Caryophyllales"	"Proteobacteria"	403716	506785	0.796621841609361
"1353"	"Total_phyllosphere"	"Caryophyllales"	"Rcp2-54"	266	506785	0.000524877413498821
"1354"	"Total_phyllosphere"	"Caryophyllales"	"Sar324"	5	506785	9.86611679509062e-06
"1355"	"Total_phyllosphere"	"Caryophyllales"	"Spirochaetota"	5	506785	9.86611679509062e-06
"1356"	"Total_phyllosphere"	"Caryophyllales"	"Sumerlaeota"	28	506785	5.52502540525075e-05
"1357"	"Total_phyllosphere"	"Caryophyllales"	"Sva0485"	0	506785	0
"1358"	"Total_phyllosphere"	"Caryophyllales"	"Synergistota"	0	506785	0
"1359"	"Total_phyllosphere"	"Caryophyllales"	"Thermotogota"	0	506785	0
"1360"	"Total_phyllosphere"	"Caryophyllales"	"Verrucomicrobiota"	850	506785	0.00167723985516541
"1361"	"Total_phyllosphere"	"Caryophyllales"	"Wps-2"	0	506785	0
"1362"	"Total_phyllosphere"	"Caryophyllales"	"Ws4"	4	506785	7.8928934360725e-06
"1363"	"Total_phyllosphere"	"Caryophyllales"	"Zixibacteria"	0	506785	0
"1364"	"Total_phyllosphere"	"Cyatheales"	"Abditibacteriota"	0	0	NA
"1365"	"Total_phyllosphere"	"Cyatheales"	"Acidobacteriota"	0	0	NA
"1366"	"Total_phyllosphere"	"Cyatheales"	"Actinobacteriota"	0	0	NA
"1367"	"Total_phyllosphere"	"Cyatheales"	"Armatimonadota"	0	0	NA
"1368"	"Total_phyllosphere"	"Cyatheales"	"Bacteroidota"	0	0	NA
"1369"	"Total_phyllosphere"	"Cyatheales"	"Bdellovibrionota"	0	0	NA
"1370"	"Total_phyllosphere"	"Cyatheales"	"Caldatribacteriota"	0	0	NA
"1371"	"Total_phyllosphere"	"Cyatheales"	"Campilobacterota"	0	0	NA
"1372"	"Total_phyllosphere"	"Cyatheales"	"Chloroflexi"	0	0	NA
"1373"	"Total_phyllosphere"	"Cyatheales"	"Cyanobacteria"	0	0	NA
"1374"	"Total_phyllosphere"	"Cyatheales"	"Deferribacterota"	0	0	NA
"1375"	"Total_phyllosphere"	"Cyatheales"	"Deinococcota"	0	0	NA
"1376"	"Total_phyllosphere"	"Cyatheales"	"Dependentiae"	0	0	NA
"1377"	"Total_phyllosphere"	"Cyatheales"	"Desulfobacterota"	0	0	NA
"1378"	"Total_phyllosphere"	"Cyatheales"	"Elusimicrobiota"	0	0	NA
"1379"	"Total_phyllosphere"	"Cyatheales"	"Entotheonellaeota"	0	0	NA
"1380"	"Total_phyllosphere"	"Cyatheales"	"Fibrobacterota"	0	0	NA
"1381"	"Total_phyllosphere"	"Cyatheales"	"Firmicutes"	0	0	NA
"1382"	"Total_phyllosphere"	"Cyatheales"	"Fusobacteriota"	0	0	NA
"1383"	"Total_phyllosphere"	"Cyatheales"	"Gemmatimonadota"	0	0	NA
"1384"	"Total_phyllosphere"	"Cyatheales"	"Latescibacterota"	0	0	NA
"1385"	"Total_phyllosphere"	"Cyatheales"	"Marinimicrobia"	0	0	NA
"1386"	"Total_phyllosphere"	"Cyatheales"	"Mbnt15"	0	0	NA
"1387"	"Total_phyllosphere"	"Cyatheales"	"Methylomirabilota"	0	0	NA
"1388"	"Total_phyllosphere"	"Cyatheales"	"Myxococcota"	0	0	NA
"1389"	"Total_phyllosphere"	"Cyatheales"	"Nb1-j"	0	0	NA
"1390"	"Total_phyllosphere"	"Cyatheales"	"Nitrospirota"	0	0	NA
"1391"	"Total_phyllosphere"	"Cyatheales"	"Patescibacteria"	0	0	NA
"1392"	"Total_phyllosphere"	"Cyatheales"	"Planctomycetota"	0	0	NA
"1393"	"Total_phyllosphere"	"Cyatheales"	"Proteobacteria"	0	0	NA
"1394"	"Total_phyllosphere"	"Cyatheales"	"Rcp2-54"	0	0	NA
"1395"	"Total_phyllosphere"	"Cyatheales"	"Sar324"	0	0	NA
"1396"	"Total_phyllosphere"	"Cyatheales"	"Spirochaetota"	0	0	NA
"1397"	"Total_phyllosphere"	"Cyatheales"	"Sumerlaeota"	0	0	NA
"1398"	"Total_phyllosphere"	"Cyatheales"	"Sva0485"	0	0	NA
"1399"	"Total_phyllosphere"	"Cyatheales"	"Synergistota"	0	0	NA
"1400"	"Total_phyllosphere"	"Cyatheales"	"Thermotogota"	0	0	NA
"1401"	"Total_phyllosphere"	"Cyatheales"	"Verrucomicrobiota"	0	0	NA
"1402"	"Total_phyllosphere"	"Cyatheales"	"Zixibacteria"	0	0	NA
"1403"	"Total_phyllosphere"	"Dicranales"	"Abditibacteriota"	198	604130	0.000327744028603115
"1404"	"Total_phyllosphere"	"Dicranales"	"Acidobacteriota"	82481	604130	0.136528561733402
"1405"	"Total_phyllosphere"	"Dicranales"	"Actinobacteriota"	66451	604130	0.109994537599523
"1406"	"Total_phyllosphere"	"Dicranales"	"Aquificota"	0	604130	0
"1407"	"Total_phyllosphere"	"Dicranales"	"Armatimonadota"	4489	604130	0.00743051992120901
"1408"	"Total_phyllosphere"	"Dicranales"	"Bacteroidota"	46443	604130	0.0768758379818913
"1409"	"Total_phyllosphere"	"Dicranales"	"Bdellovibrionota"	4913	604130	0.00813235561882376
"1410"	"Total_phyllosphere"	"Dicranales"	"Campilobacterota"	0	604130	0
"1411"	"Total_phyllosphere"	"Dicranales"	"Chloroflexi"	7086	604130	0.0117292635690994
"1412"	"Total_phyllosphere"	"Dicranales"	"Cyanobacteria"	6918	604130	0.0114511777266482
"1413"	"Total_phyllosphere"	"Dicranales"	"Deinococcota"	13	604130	2.15185473325278e-05
"1414"	"Total_phyllosphere"	"Dicranales"	"Dependentiae"	236	604130	0.000390644397728966
"1415"	"Total_phyllosphere"	"Dicranales"	"Desulfobacterota"	12	604130	1.98632744607949e-05
"1416"	"Total_phyllosphere"	"Dicranales"	"Elusimicrobiota"	447	604130	0.000739906973664609
"1417"	"Total_phyllosphere"	"Dicranales"	"Entotheonellaeota"	0	604130	0
"1418"	"Total_phyllosphere"	"Dicranales"	"Fcpu426"	10	604130	1.65527287173291e-05
"1419"	"Total_phyllosphere"	"Dicranales"	"Fibrobacterota"	0	604130	0
"1420"	"Total_phyllosphere"	"Dicranales"	"Firmicutes"	235	604130	0.000388989124857233
"1421"	"Total_phyllosphere"	"Dicranales"	"Fusobacteriota"	0	604130	0
"1422"	"Total_phyllosphere"	"Dicranales"	"Gemmatimonadota"	2421	604130	0.00400741562246536
"1423"	"Total_phyllosphere"	"Dicranales"	"Hydrogenedentes"	0	604130	0
"1424"	"Total_phyllosphere"	"Dicranales"	"Latescibacterota"	0	604130	0
"1425"	"Total_phyllosphere"	"Dicranales"	"Mbnt15"	0	604130	0
"1426"	"Total_phyllosphere"	"Dicranales"	"Methylomirabilota"	0	604130	0
"1427"	"Total_phyllosphere"	"Dicranales"	"Myxococcota"	14835	604130	0.0245559730521576
"1428"	"Total_phyllosphere"	"Dicranales"	"Nb1-j"	0	604130	0
"1429"	"Total_phyllosphere"	"Dicranales"	"Nitrospirota"	0	604130	0
"1430"	"Total_phyllosphere"	"Dicranales"	"Patescibacteria"	1471	604130	0.0024349063943191
"1431"	"Total_phyllosphere"	"Dicranales"	"Planctomycetota"	27317	604130	0.0452170890371278
"1432"	"Total_phyllosphere"	"Dicranales"	"Proteobacteria"	266357	604130	0.440893516296161
"1433"	"Total_phyllosphere"	"Dicranales"	"Rcp2-54"	22	604130	3.64160031781239e-05
"1434"	"Total_phyllosphere"	"Dicranales"	"Sar324"	32	604130	5.2968731895453e-05
"1435"	"Total_phyllosphere"	"Dicranales"	"Spirochaetota"	49	604130	8.11083707149124e-05
"1436"	"Total_phyllosphere"	"Dicranales"	"Sumerlaeota"	15	604130	2.48290930759936e-05
"1437"	"Total_phyllosphere"	"Dicranales"	"Synergistota"	0	604130	0
"1438"	"Total_phyllosphere"	"Dicranales"	"Tx1a-33"	0	604130	0
"1439"	"Total_phyllosphere"	"Dicranales"	"Verrucomicrobiota"	45463	604130	0.0752536705675931
"1440"	"Total_phyllosphere"	"Dicranales"	"Wps-2"	26216	604130	0.0433946336053498
"1441"	"Total_phyllosphere"	"Dicranales"	"Ws2"	0	604130	0
"1442"	"Total_phyllosphere"	"Fabales"	"Abditibacteriota"	189	342188	0.000552327960068734
"1443"	"Total_phyllosphere"	"Fabales"	"Acidobacteriota"	290	342188	0.000847487346137211
"1444"	"Total_phyllosphere"	"Fabales"	"Actinobacteriota"	28789	342188	0.0841321145101523
"1445"	"Total_phyllosphere"	"Fabales"	"Aquificota"	0	342188	0
"1446"	"Total_phyllosphere"	"Fabales"	"Armatimonadota"	151	342188	0.000441277894023169
"1447"	"Total_phyllosphere"	"Fabales"	"Bacteroidota"	49408	342188	0.144388464820508
"1448"	"Total_phyllosphere"	"Fabales"	"Bdellovibrionota"	101	342188	0.000295159386068477
"1449"	"Total_phyllosphere"	"Fabales"	"Campilobacterota"	0	342188	0
"1450"	"Total_phyllosphere"	"Fabales"	"Chloroflexi"	326	342188	0.000952692671864589
"1451"	"Total_phyllosphere"	"Fabales"	"Cyanobacteria"	6589	342188	0.0192554969782693
"1452"	"Total_phyllosphere"	"Fabales"	"Deinococcota"	1096	342188	0.00320291769436684
"1453"	"Total_phyllosphere"	"Fabales"	"Dependentiae"	4	342188	1.16894806363753e-05
"1454"	"Total_phyllosphere"	"Fabales"	"Desulfobacterota"	0	342188	0
"1455"	"Total_phyllosphere"	"Fabales"	"Elusimicrobiota"	0	342188	0
"1456"	"Total_phyllosphere"	"Fabales"	"Entotheonellaeota"	0	342188	0
"1457"	"Total_phyllosphere"	"Fabales"	"Fcpu426"	0	342188	0
"1458"	"Total_phyllosphere"	"Fabales"	"Fibrobacterota"	0	342188	0
"1459"	"Total_phyllosphere"	"Fabales"	"Firmicutes"	975	342188	0.00284931090511649
"1460"	"Total_phyllosphere"	"Fabales"	"Fusobacteriota"	2	342188	5.84474031818766e-06
"1461"	"Total_phyllosphere"	"Fabales"	"Gemmatimonadota"	191	342188	0.000558172700386922
"1462"	"Total_phyllosphere"	"Fabales"	"Hydrogenedentes"	0	342188	0
"1463"	"Total_phyllosphere"	"Fabales"	"Latescibacterota"	4	342188	1.16894806363753e-05
"1464"	"Total_phyllosphere"	"Fabales"	"Mbnt15"	2	342188	5.84474031818766e-06
"1465"	"Total_phyllosphere"	"Fabales"	"Methylomirabilota"	3	342188	8.76711047728149e-06
"1466"	"Total_phyllosphere"	"Fabales"	"Myxococcota"	388	342188	0.00113387962172841
"1467"	"Total_phyllosphere"	"Fabales"	"Nb1-j"	0	342188	0
"1468"	"Total_phyllosphere"	"Fabales"	"Nitrospirota"	9	342188	2.63013314318445e-05
"1469"	"Total_phyllosphere"	"Fabales"	"Patescibacteria"	113	342188	0.000330227827977603
"1470"	"Total_phyllosphere"	"Fabales"	"Planctomycetota"	115	342188	0.000336072568295791
"1471"	"Total_phyllosphere"	"Fabales"	"Proteobacteria"	253389	342188	0.740496452242627
"1472"	"Total_phyllosphere"	"Fabales"	"Rcp2-54"	5	342188	1.46118507954692e-05
"1473"	"Total_phyllosphere"	"Fabales"	"Sar324"	0	342188	0
"1474"	"Total_phyllosphere"	"Fabales"	"Spirochaetota"	0	342188	0
"1475"	"Total_phyllosphere"	"Fabales"	"Sumerlaeota"	3	342188	8.76711047728149e-06
"1476"	"Total_phyllosphere"	"Fabales"	"Synergistota"	0	342188	0
"1477"	"Total_phyllosphere"	"Fabales"	"Tx1a-33"	0	342188	0
"1478"	"Total_phyllosphere"	"Fabales"	"Verrucomicrobiota"	46	342188	0.000134429027318316
"1479"	"Total_phyllosphere"	"Fabales"	"Wps-2"	0	342188	0
"1480"	"Total_phyllosphere"	"Fabales"	"Ws2"	0	342188	0
"1481"	"Total_phyllosphere"	"Gentianales"	"Abditibacteriota"	17	457428	3.71643187561758e-05
"1482"	"Total_phyllosphere"	"Gentianales"	"Acidobacteriota"	230	457428	0.000502811371407085
"1483"	"Total_phyllosphere"	"Gentianales"	"Actinobacteriota"	7564	457428	0.0165359357101008
"1484"	"Total_phyllosphere"	"Gentianales"	"Aerophobota"	0	457428	0
"1485"	"Total_phyllosphere"	"Gentianales"	"Aquificota"	0	457428	0
"1486"	"Total_phyllosphere"	"Gentianales"	"Armatimonadota"	0	457428	0
"1487"	"Total_phyllosphere"	"Gentianales"	"Bacteroidota"	46980	457428	0.102704687950891
"1488"	"Total_phyllosphere"	"Gentianales"	"Bdellovibrionota"	27	457428	5.90256827303969e-05
"1489"	"Total_phyllosphere"	"Gentianales"	"Caldatribacteriota"	0	457428	0
"1490"	"Total_phyllosphere"	"Gentianales"	"Caldisericota"	0	457428	0
"1491"	"Total_phyllosphere"	"Gentianales"	"Calditrichota"	0	457428	0
"1492"	"Total_phyllosphere"	"Gentianales"	"Campilobacterota"	0	457428	0
"1493"	"Total_phyllosphere"	"Gentianales"	"Caulobacterales"	0	457428	0
"1494"	"Total_phyllosphere"	"Gentianales"	"Chloroflexi"	230	457428	0.000502811371407085
"1495"	"Total_phyllosphere"	"Gentianales"	"Cloacimonadota"	0	457428	0
"1496"	"Total_phyllosphere"	"Gentianales"	"Coprothermobacterota"	0	457428	0
"1497"	"Total_phyllosphere"	"Gentianales"	"Cyanobacteria"	29	457428	6.33979555252411e-05
"1498"	"Total_phyllosphere"	"Gentianales"	"Dadabacteria"	0	457428	0
"1499"	"Total_phyllosphere"	"Gentianales"	"Deferribacterota"	0	457428	0
"1500"	"Total_phyllosphere"	"Gentianales"	"Deinococcota"	126	457428	0.000275453186075186
"1501"	"Total_phyllosphere"	"Gentianales"	"Dependentiae"	5	457428	1.09306819871105e-05
"1502"	"Total_phyllosphere"	"Gentianales"	"Desulfobacterota"	91	457428	0.000198938412165412
"1503"	"Total_phyllosphere"	"Gentianales"	"Elusimicrobiota"	21	457428	4.59088643458643e-05
"1504"	"Total_phyllosphere"	"Gentianales"	"Entotheonellaeota"	15	457428	3.27920459613316e-05
"1505"	"Total_phyllosphere"	"Gentianales"	"Fcpu426"	0	457428	0
"1506"	"Total_phyllosphere"	"Gentianales"	"Fibrobacterota"	10	457428	2.18613639742211e-05
"1507"	"Total_phyllosphere"	"Gentianales"	"Firmicutes"	2123	457428	0.00464116757172714
"1508"	"Total_phyllosphere"	"Gentianales"	"Fusobacteriota"	26	457428	5.68395463329748e-05
"1509"	"Total_phyllosphere"	"Gentianales"	"Gal15"	0	457428	0
"1510"	"Total_phyllosphere"	"Gentianales"	"Gemmatimonadota"	121	457428	0.000264522504088075
"1511"	"Total_phyllosphere"	"Gentianales"	"Halanaerobiaeota"	0	457428	0
"1512"	"Total_phyllosphere"	"Gentianales"	"Hydrogenedentes"	0	457428	0
"1513"	"Total_phyllosphere"	"Gentianales"	"Hydrothermae"	0	457428	0
"1514"	"Total_phyllosphere"	"Gentianales"	"Latescibacterota"	20	457428	4.37227279484422e-05
"1515"	"Total_phyllosphere"	"Gentianales"	"Marinimicrobia"	0	457428	0
"1516"	"Total_phyllosphere"	"Gentianales"	"Mbnt15"	21	457428	4.59088643458643e-05
"1517"	"Total_phyllosphere"	"Gentianales"	"Methylomirabilota"	0	457428	0
"1518"	"Total_phyllosphere"	"Gentianales"	"Myxococcota"	285	457428	0.000623048873265301
"1519"	"Total_phyllosphere"	"Gentianales"	"Nb1-j"	7	457428	1.53029547819548e-05
"1520"	"Total_phyllosphere"	"Gentianales"	"Nitrospirota"	21	457428	4.59088643458643e-05
"1521"	"Total_phyllosphere"	"Gentianales"	"Patescibacteria"	49	457428	0.000107120683473683
"1522"	"Total_phyllosphere"	"Gentianales"	"Planctomycetota"	0	457428	0
"1523"	"Total_phyllosphere"	"Gentianales"	"Proteobacteria"	399057	457428	0.872393032346074
"1524"	"Total_phyllosphere"	"Gentianales"	"Rcp2-54"	177	457428	0.000386946142343713
"1525"	"Total_phyllosphere"	"Gentianales"	"Sar324"	0	457428	0
"1526"	"Total_phyllosphere"	"Gentianales"	"Spirochaetota"	20	457428	4.37227279484422e-05
"1527"	"Total_phyllosphere"	"Gentianales"	"Sumerlaeota"	0	457428	0
"1528"	"Total_phyllosphere"	"Gentianales"	"Sva0485"	0	457428	0
"1529"	"Total_phyllosphere"	"Gentianales"	"Synergistota"	0	457428	0
"1530"	"Total_phyllosphere"	"Gentianales"	"Ta06"	0	457428	0
"1531"	"Total_phyllosphere"	"Gentianales"	"Thermotogota"	0	457428	0
"1532"	"Total_phyllosphere"	"Gentianales"	"Verrucomicrobiota"	156	457428	0.000341037277997849
"1533"	"Total_phyllosphere"	"Gentianales"	"Wps-2"	0	457428	0
"1534"	"Total_phyllosphere"	"Gentianales"	"Ws2"	0	457428	0
"1535"	"Total_phyllosphere"	"Gentianales"	"Zixibacteria"	0	457428	0
"1536"	"Total_phyllosphere"	"Grimmiales"	"Abditibacteriota"	39	198963	0.000196016344747516
"1537"	"Total_phyllosphere"	"Grimmiales"	"Acidobacteriota"	9357	198963	0.0470288445590386
"1538"	"Total_phyllosphere"	"Grimmiales"	"Actinobacteriota"	32524	198963	0.163467579399185
"1539"	"Total_phyllosphere"	"Grimmiales"	"Aquificota"	0	198963	0
"1540"	"Total_phyllosphere"	"Grimmiales"	"Armatimonadota"	3277	198963	0.0164703990189131
"1541"	"Total_phyllosphere"	"Grimmiales"	"Bacteroidota"	18615	198963	0.0935601091660258
"1542"	"Total_phyllosphere"	"Grimmiales"	"Bdellovibrionota"	696	198963	0.0034981378447249
"1543"	"Total_phyllosphere"	"Grimmiales"	"Campilobacterota"	0	198963	0
"1544"	"Total_phyllosphere"	"Grimmiales"	"Chloroflexi"	3366	198963	0.0169177183697471
"1545"	"Total_phyllosphere"	"Grimmiales"	"Cyanobacteria"	7144	198963	0.0359061735096475
"1546"	"Total_phyllosphere"	"Grimmiales"	"Deinococcota"	15	198963	7.53909018259676e-05
"1547"	"Total_phyllosphere"	"Grimmiales"	"Dependentiae"	36	198963	0.000180938164382322
"1548"	"Total_phyllosphere"	"Grimmiales"	"Desulfobacterota"	0	198963	0
"1549"	"Total_phyllosphere"	"Grimmiales"	"Elusimicrobiota"	108	198963	0.000542814493146967
"1550"	"Total_phyllosphere"	"Grimmiales"	"Entotheonellaeota"	0	198963	0
"1551"	"Total_phyllosphere"	"Grimmiales"	"Fcpu426"	0	198963	0
"1552"	"Total_phyllosphere"	"Grimmiales"	"Fibrobacterota"	0	198963	0
"1553"	"Total_phyllosphere"	"Grimmiales"	"Firmicutes"	332	198963	0.00166865196041475
"1554"	"Total_phyllosphere"	"Grimmiales"	"Fusobacteriota"	0	198963	0
"1555"	"Total_phyllosphere"	"Grimmiales"	"Gemmatimonadota"	3003	198963	0.0150932585455587
"1556"	"Total_phyllosphere"	"Grimmiales"	"Hydrogenedentes"	0	198963	0
"1557"	"Total_phyllosphere"	"Grimmiales"	"Latescibacterota"	0	198963	0
"1558"	"Total_phyllosphere"	"Grimmiales"	"Mbnt15"	3	198963	1.50781803651935e-05
"1559"	"Total_phyllosphere"	"Grimmiales"	"Methylomirabilota"	0	198963	0
"1560"	"Total_phyllosphere"	"Grimmiales"	"Myxococcota"	5324	198963	0.0267587440880968
"1561"	"Total_phyllosphere"	"Grimmiales"	"Nb1-j"	5	198963	2.51303006086559e-05
"1562"	"Total_phyllosphere"	"Grimmiales"	"Nitrospirota"	0	198963	0
"1563"	"Total_phyllosphere"	"Grimmiales"	"Patescibacteria"	794	198963	0.00399069173665455
"1564"	"Total_phyllosphere"	"Grimmiales"	"Planctomycetota"	4308	198963	0.0216522670044179
"1565"	"Total_phyllosphere"	"Grimmiales"	"Proteobacteria"	95161	198963	0.47828490724406
"1566"	"Total_phyllosphere"	"Grimmiales"	"Rcp2-54"	2	198963	1.00521202434624e-05
"1567"	"Total_phyllosphere"	"Grimmiales"	"Sar324"	63	198963	0.000316641787669064
"1568"	"Total_phyllosphere"	"Grimmiales"	"Spirochaetota"	0	198963	0
"1569"	"Total_phyllosphere"	"Grimmiales"	"Sumerlaeota"	3	198963	1.50781803651935e-05
"1570"	"Total_phyllosphere"	"Grimmiales"	"Synergistota"	0	198963	0
"1571"	"Total_phyllosphere"	"Grimmiales"	"Tx1a-33"	0	198963	0
"1572"	"Total_phyllosphere"	"Grimmiales"	"Verrucomicrobiota"	11464	198963	0.0576187532355262
"1573"	"Total_phyllosphere"	"Grimmiales"	"Wps-2"	3324	198963	0.0167066238446344
"1574"	"Total_phyllosphere"	"Grimmiales"	"Ws2"	0	198963	0
"1575"	"Total_phyllosphere"	"Hypnales"	"Abditibacteriota"	59	669786	8.80878370106273e-05
"1576"	"Total_phyllosphere"	"Hypnales"	"Acidobacteriota"	68779	669786	0.102688022741592
"1577"	"Total_phyllosphere"	"Hypnales"	"Actinobacteriota"	61845	669786	0.0923354623715635
"1578"	"Total_phyllosphere"	"Hypnales"	"Aquificota"	0	669786	0
"1579"	"Total_phyllosphere"	"Hypnales"	"Armatimonadota"	4356	669786	0.00650356979692021
"1580"	"Total_phyllosphere"	"Hypnales"	"Bacteroidota"	45207	669786	0.0674946923345666
"1581"	"Total_phyllosphere"	"Hypnales"	"Bdellovibrionota"	6442	669786	0.0096179973902112
"1582"	"Total_phyllosphere"	"Hypnales"	"Campilobacterota"	0	669786	0
"1583"	"Total_phyllosphere"	"Hypnales"	"Chloroflexi"	516	669786	0.000770395320296334
"1584"	"Total_phyllosphere"	"Hypnales"	"Cyanobacteria"	21841	669786	0.0326089228499849
"1585"	"Total_phyllosphere"	"Hypnales"	"Deinococcota"	3	669786	4.4790425598624e-06
"1586"	"Total_phyllosphere"	"Hypnales"	"Dependentiae"	115	669786	0.000171696631461392
"1587"	"Total_phyllosphere"	"Hypnales"	"Desulfobacterota"	0	669786	0
"1588"	"Total_phyllosphere"	"Hypnales"	"Elusimicrobiota"	104	669786	0.000155273475408563
"1589"	"Total_phyllosphere"	"Hypnales"	"Entotheonellaeota"	0	669786	0
"1590"	"Total_phyllosphere"	"Hypnales"	"Fcpu426"	29	669786	4.32974114120032e-05
"1591"	"Total_phyllosphere"	"Hypnales"	"Fibrobacterota"	2	669786	2.9860283732416e-06
"1592"	"Total_phyllosphere"	"Hypnales"	"Firmicutes"	1487	669786	0.00222011209550513
"1593"	"Total_phyllosphere"	"Hypnales"	"Fusobacteriota"	0	669786	0
"1594"	"Total_phyllosphere"	"Hypnales"	"Gemmatimonadota"	819	669786	0.00122277861884244
"1595"	"Total_phyllosphere"	"Hypnales"	"Hydrogenedentes"	0	669786	0
"1596"	"Total_phyllosphere"	"Hypnales"	"Latescibacterota"	0	669786	0
"1597"	"Total_phyllosphere"	"Hypnales"	"Mbnt15"	0	669786	0
"1598"	"Total_phyllosphere"	"Hypnales"	"Methylomirabilota"	0	669786	0
"1599"	"Total_phyllosphere"	"Hypnales"	"Myxococcota"	13771	669786	0.0205602983639551
"1600"	"Total_phyllosphere"	"Hypnales"	"Nb1-j"	5	669786	7.46507093310401e-06
"1601"	"Total_phyllosphere"	"Hypnales"	"Nitrospirota"	0	669786	0
"1602"	"Total_phyllosphere"	"Hypnales"	"Patescibacteria"	1363	669786	0.00203497833636415
