"Compartment"	"Host_order"	"Rank_2"	"total_reads"	"total_reads_com_host"	"prop"
"666"	"Epiphytic"	"Magnoliales"	"Ws1"	0	338366	0
"667"	"Epiphytic"	"Magnoliales"	"Ws2"	0	338366	0
"668"	"Epiphytic"	"Magnoliales"	"Ws4"	0	338366	0
"669"	"Epiphytic"	"Magnoliales"	"Zixibacteria"	0	338366	0
"670"	"Epiphytic"	"Malpighiales"	"Abditibacteriota"	0	113755	0
"671"	"Epiphytic"	"Malpighiales"	"Acidobacteriota"	1389	113755	0.0122104522878115
"672"	"Epiphytic"	"Malpighiales"	"Actinobacteriota"	4245	113755	0.0373170410091864
"673"	"Epiphytic"	"Malpighiales"	"Armatimonadota"	123	113755	0.00108127115291636
"674"	"Epiphytic"	"Malpighiales"	"Bacteroidota"	5532	113755	0.0486308294140917
"675"	"Epiphytic"	"Malpighiales"	"Bdellovibrionota"	176	113755	0.00154718473913235
"676"	"Epiphytic"	"Malpighiales"	"Campilobacterota"	0	113755	0
"677"	"Epiphytic"	"Malpighiales"	"Chloroflexi"	126	113755	0.00110764362006066
"678"	"Epiphytic"	"Malpighiales"	"Cyanobacteria"	0	113755	0
"679"	"Epiphytic"	"Malpighiales"	"Deinococcota"	0	113755	0
"680"	"Epiphytic"	"Malpighiales"	"Dependentiae"	0	113755	0
"681"	"Epiphytic"	"Malpighiales"	"Desulfobacterota"	0	113755	0
"682"	"Epiphytic"	"Malpighiales"	"Elusimicrobiota"	0	113755	0
"683"	"Epiphytic"	"Malpighiales"	"Entotheonellaeota"	0	113755	0
"684"	"Epiphytic"	"Malpighiales"	"Fibrobacterota"	0	113755	0
"685"	"Epiphytic"	"Malpighiales"	"Firmicutes"	536	113755	0.00471188079644851
"686"	"Epiphytic"	"Malpighiales"	"Gemmatimonadota"	25	113755	0.000219770559535845
"687"	"Epiphytic"	"Malpighiales"	"Latescibacterota"	0	113755	0
"688"	"Epiphytic"	"Malpighiales"	"Methylomirabilota"	0	113755	0
"689"	"Epiphytic"	"Malpighiales"	"Myxococcota"	1827	113755	0.0160608324908795
"690"	"Epiphytic"	"Malpighiales"	"Nb1-j"	0	113755	0
"691"	"Epiphytic"	"Malpighiales"	"Nitrospirota"	0	113755	0
"692"	"Epiphytic"	"Malpighiales"	"Patescibacteria"	0	113755	0
"693"	"Epiphytic"	"Malpighiales"	"Planctomycetota"	0	113755	0
"694"	"Epiphytic"	"Malpighiales"	"Proteobacteria"	99771	113755	0.87706913981803
"695"	"Epiphytic"	"Malpighiales"	"Rcp2-54"	0	113755	0
"696"	"Epiphytic"	"Malpighiales"	"Sar324"	0	113755	0
"697"	"Epiphytic"	"Malpighiales"	"Sumerlaeota"	0	113755	0
"698"	"Epiphytic"	"Malpighiales"	"Verrucomicrobiota"	5	113755	4.39541119071689e-05
"699"	"Epiphytic"	"Malpighiales"	"Wps-2"	0	113755	0
"700"	"Epiphytic"	"Malpighiales"	"Ws4"	0	113755	0
"701"	"Epiphytic"	"Malvales"	"Abditibacteriota"	710	336059	0.00211272425377687
"702"	"Epiphytic"	"Malvales"	"Acidobacteriota"	2129	336059	0.00633519709336753
"703"	"Epiphytic"	"Malvales"	"Actinobacteriota"	42122	336059	0.125341085940266
"704"	"Epiphytic"	"Malvales"	"Apal-e12"	0	336059	0
"705"	"Epiphytic"	"Malvales"	"Aquificota"	0	336059	0
"706"	"Epiphytic"	"Malvales"	"Armatimonadota"	553	336059	0.0016455443835755
"707"	"Epiphytic"	"Malvales"	"Bacteroidota"	50801	336059	0.151166908191716
"708"	"Epiphytic"	"Malvales"	"Bdellovibrionota"	1550	336059	0.00461228534275231
"709"	"Epiphytic"	"Malvales"	"Calditrichota"	0	336059	0
"710"	"Epiphytic"	"Malvales"	"Campilobacterota"	0	336059	0
"711"	"Epiphytic"	"Malvales"	"Chloroflexi"	2263	336059	0.00673393660041838
"712"	"Epiphytic"	"Malvales"	"Cloacimonadota"	0	336059	0
"713"	"Epiphytic"	"Malvales"	"Cyanobacteria"	1931	336059	0.00574601483668046
"714"	"Epiphytic"	"Malvales"	"Dadabacteria"	0	336059	0
"715"	"Epiphytic"	"Malvales"	"Deferribacterota"	0	336059	0
"716"	"Epiphytic"	"Malvales"	"Deferrisomatota"	0	336059	0
"717"	"Epiphytic"	"Malvales"	"Deinococcota"	4114	336059	0.0122418980000536
"718"	"Epiphytic"	"Malvales"	"Dependentiae"	0	336059	0
"719"	"Epiphytic"	"Malvales"	"Desulfobacterota"	0	336059	0
"720"	"Epiphytic"	"Malvales"	"Elusimicrobiota"	75	336059	0.000223175097229951
"721"	"Epiphytic"	"Malvales"	"Entotheonellaeota"	277	336059	0.000824260025769285
"722"	"Epiphytic"	"Malvales"	"Fcpu426"	0	336059	0
"723"	"Epiphytic"	"Malvales"	"Fermentibacterota"	0	336059	0
"724"	"Epiphytic"	"Malvales"	"Fibrobacterota"	2	336059	5.95133592613202e-06
"725"	"Epiphytic"	"Malvales"	"Firmicutes"	6331	336059	0.0188389538741709
"726"	"Epiphytic"	"Malvales"	"Fusobacteriota"	84	336059	0.000249956108897545
"727"	"Epiphytic"	"Malvales"	"Gal15"	0	336059	0
"728"	"Epiphytic"	"Malvales"	"Gemmatimonadota"	963	336059	0.00286556824843257
"729"	"Epiphytic"	"Malvales"	"Hydrogenedentes"	0	336059	0
"730"	"Epiphytic"	"Malvales"	"Latescibacterota"	0	336059	0
"731"	"Epiphytic"	"Malvales"	"Lcp-89"	0	336059	0
"732"	"Epiphytic"	"Malvales"	"Marinimicrobia"	0	336059	0
"733"	"Epiphytic"	"Malvales"	"Mbnt15"	0	336059	0
"734"	"Epiphytic"	"Malvales"	"Methylomirabilota"	0	336059	0
"735"	"Epiphytic"	"Malvales"	"Modulibacteria"	0	336059	0
"736"	"Epiphytic"	"Malvales"	"Myxococcota"	3962	336059	0.0117895964696675
"737"	"Epiphytic"	"Malvales"	"Nb1-j"	0	336059	0
"738"	"Epiphytic"	"Malvales"	"Nitrospirota"	0	336059	0
"739"	"Epiphytic"	"Malvales"	"Patescibacteria"	569	336059	0.00169315507098456
"740"	"Epiphytic"	"Malvales"	"Planctomycetota"	132	336059	0.000392788171124713
"741"	"Epiphytic"	"Malvales"	"Proteobacteria"	217078	336059	0.645952050086443
"742"	"Epiphytic"	"Malvales"	"Rcp2-54"	0	336059	0
"743"	"Epiphytic"	"Malvales"	"Sar324"	0	336059	0
"744"	"Epiphytic"	"Malvales"	"Schekmanbacteria"	0	336059	0
"745"	"Epiphytic"	"Malvales"	"Spirochaetota"	0	336059	0
"746"	"Epiphytic"	"Malvales"	"Sumerlaeota"	0	336059	0
"747"	"Epiphytic"	"Malvales"	"Sva0485"	0	336059	0
"748"	"Epiphytic"	"Malvales"	"Synergistota"	0	336059	0
"749"	"Epiphytic"	"Malvales"	"Tx1a-33"	0	336059	0
"750"	"Epiphytic"	"Malvales"	"Verrucomicrobiota"	408	336059	0.00121407252893093
"751"	"Epiphytic"	"Malvales"	"Wps-2"	5	336059	1.487833981533e-05
"752"	"Epiphytic"	"Malvales"	"Ws2"	0	336059	0
"753"	"Epiphytic"	"Malvales"	"Ws4"	0	336059	0
"754"	"Epiphytic"	"Malvales"	"Zixibacteria"	0	336059	0
"755"	"Epiphytic"	"Marchantiales"	"Abditibacteriota"	23	93827	0.000245131998252102
"756"	"Epiphytic"	"Marchantiales"	"Acidobacteriota"	4907	93827	0.0522983789314376
"757"	"Epiphytic"	"Marchantiales"	"Actinobacteriota"	3123	93827	0.0332846621974485
"758"	"Epiphytic"	"Marchantiales"	"Aerophobota"	0	93827	0
"759"	"Epiphytic"	"Marchantiales"	"Aquificota"	0	93827	0
"760"	"Epiphytic"	"Marchantiales"	"Armatimonadota"	305	93827	0.00325066345508223
"761"	"Epiphytic"	"Marchantiales"	"Bacteroidota"	24122	93827	0.257090176601618
"762"	"Epiphytic"	"Marchantiales"	"Bdellovibrionota"	986	93827	0.0105087021859379
"763"	"Epiphytic"	"Marchantiales"	"Caldatribacteriota"	0	93827	0
"764"	"Epiphytic"	"Marchantiales"	"Caldisericota"	0	93827	0
"765"	"Epiphytic"	"Marchantiales"	"Calditrichota"	27	93827	0.000287763650122033
"766"	"Epiphytic"	"Marchantiales"	"Campilobacterota"	0	93827	0
"767"	"Epiphytic"	"Marchantiales"	"Caulobacterales"	0	93827	0
"768"	"Epiphytic"	"Marchantiales"	"Chloroflexi"	1722	93827	0.0183529261300052
"769"	"Epiphytic"	"Marchantiales"	"Cloacimonadota"	0	93827	0
"770"	"Epiphytic"	"Marchantiales"	"Coprothermobacterota"	0	93827	0
"771"	"Epiphytic"	"Marchantiales"	"Cyanobacteria"	3092	93827	0.0329542668954565
"772"	"Epiphytic"	"Marchantiales"	"Dadabacteria"	0	93827	0
"773"	"Epiphytic"	"Marchantiales"	"Deferribacterota"	0	93827	0
"774"	"Epiphytic"	"Marchantiales"	"Deinococcota"	3	93827	3.19737389024481e-05
"775"	"Epiphytic"	"Marchantiales"	"Dependentiae"	222	93827	0.00236605667878116
"776"	"Epiphytic"	"Marchantiales"	"Desulfobacterota"	240	93827	0.00255789911219585
"777"	"Epiphytic"	"Marchantiales"	"Elusimicrobiota"	106	93827	0.00112973877455317
"778"	"Epiphytic"	"Marchantiales"	"Entotheonellaeota"	42	93827	0.000447632344634274
"779"	"Epiphytic"	"Marchantiales"	"Fcpu426"	46	93827	0.000490263996504205
"780"	"Epiphytic"	"Marchantiales"	"Fibrobacterota"	434	93827	0.0046255342278875
"781"	"Epiphytic"	"Marchantiales"	"Firmicutes"	75	93827	0.000799343472561203
"782"	"Epiphytic"	"Marchantiales"	"Fusobacteriota"	0	93827	0
"783"	"Epiphytic"	"Marchantiales"	"Gal15"	0	93827	0
"784"	"Epiphytic"	"Marchantiales"	"Gemmatimonadota"	550	93827	0.00586185213211549
"785"	"Epiphytic"	"Marchantiales"	"Halanaerobiaeota"	0	93827	0
"786"	"Epiphytic"	"Marchantiales"	"Hydrogenedentes"	33	93827	0.000351711127926929
"787"	"Epiphytic"	"Marchantiales"	"Hydrothermae"	0	93827	0
"788"	"Epiphytic"	"Marchantiales"	"Latescibacterota"	120	93827	0.00127894955609792
"789"	"Epiphytic"	"Marchantiales"	"Marinimicrobia"	0	93827	0
"790"	"Epiphytic"	"Marchantiales"	"Mbnt15"	45	93827	0.000479606083536722
"791"	"Epiphytic"	"Marchantiales"	"Methylomirabilota"	19	93827	0.000202500346382171
"792"	"Epiphytic"	"Marchantiales"	"Myxococcota"	4142	93827	0.0441450755113134
"793"	"Epiphytic"	"Marchantiales"	"Nb1-j"	270	93827	0.00287763650122033
"794"	"Epiphytic"	"Marchantiales"	"Nitrospirota"	498	93827	0.00530764065780639
"795"	"Epiphytic"	"Marchantiales"	"Patescibacteria"	1942	93827	0.0206976669828514
"796"	"Epiphytic"	"Marchantiales"	"Planctomycetota"	3727	93827	0.0397220416298081
"797"	"Epiphytic"	"Marchantiales"	"Proteobacteria"	35337	93827	0.376618670531936
"798"	"Epiphytic"	"Marchantiales"	"Rcp2-54"	0	93827	0
"799"	"Epiphytic"	"Marchantiales"	"Sar324"	65	93827	0.000692764342886376
"800"	"Epiphytic"	"Marchantiales"	"Spirochaetota"	103	93827	0.00109776503565072
"801"	"Epiphytic"	"Marchantiales"	"Sumerlaeota"	2	93827	2.13158259349654e-05
"802"	"Epiphytic"	"Marchantiales"	"Sva0485"	0	93827	0
"803"	"Epiphytic"	"Marchantiales"	"Synergistota"	0	93827	0
"804"	"Epiphytic"	"Marchantiales"	"Ta06"	0	93827	0
"805"	"Epiphytic"	"Marchantiales"	"Thermotogota"	0	93827	0
"806"	"Epiphytic"	"Marchantiales"	"Verrucomicrobiota"	7434	93827	0.0792309250002664
"807"	"Epiphytic"	"Marchantiales"	"Wps-2"	2	93827	2.13158259349654e-05
"808"	"Epiphytic"	"Marchantiales"	"Ws2"	5	93827	5.32895648374135e-05
"809"	"Epiphytic"	"Marchantiales"	"Zixibacteria"	58	93827	0.000618158952113997
"810"	"Epiphytic"	"Myrtales"	"Abditibacteriota"	1257	456814	0.00275166698043405
"811"	"Epiphytic"	"Myrtales"	"Acidobacteriota"	64580	456814	0.141370448366294
"812"	"Epiphytic"	"Myrtales"	"Actinobacteriota"	27517	456814	0.0602367703266537
"813"	"Epiphytic"	"Myrtales"	"Aquificota"	0	456814	0
"814"	"Epiphytic"	"Myrtales"	"Armatimonadota"	1229	456814	0.00269037288699558
"815"	"Epiphytic"	"Myrtales"	"Bacteroidota"	60090	456814	0.131541502668482
"816"	"Epiphytic"	"Myrtales"	"Bdellovibrionota"	2519	456814	0.0055142793346964
"817"	"Epiphytic"	"Myrtales"	"Campilobacterota"	245	456814	0.000536323317586589
"818"	"Epiphytic"	"Myrtales"	"Chloroflexi"	6565	456814	0.0143712758365549
"819"	"Epiphytic"	"Myrtales"	"Cyanobacteria"	6672	456814	0.0146055068364805
"820"	"Epiphytic"	"Myrtales"	"Dadabacteria"	10	456814	2.18907476565955e-05
"821"	"Epiphytic"	"Myrtales"	"Deinococcota"	2944	456814	0.0064446361101017
"822"	"Epiphytic"	"Myrtales"	"Dependentiae"	508	456814	0.00111204998095505
"823"	"Epiphytic"	"Myrtales"	"Desulfobacterota"	624	456814	0.00136598265377156
"824"	"Epiphytic"	"Myrtales"	"Elusimicrobiota"	440	456814	0.0009631928968902
"825"	"Epiphytic"	"Myrtales"	"Entotheonellaeota"	54	456814	0.000118210037345615
"826"	"Epiphytic"	"Myrtales"	"Fcpu426"	240	456814	0.000525377943758291
"827"	"Epiphytic"	"Myrtales"	"Fibrobacterota"	151	456814	0.000330550289614592
"828"	"Epiphytic"	"Myrtales"	"Firmicutes"	17689	456814	0.0387225435297517
"829"	"Epiphytic"	"Myrtales"	"Fusobacteriota"	20	456814	4.37814953131909e-05
"830"	"Epiphytic"	"Myrtales"	"Gemmatimonadota"	635	456814	0.00139006247619381
"831"	"Epiphytic"	"Myrtales"	"Hydrogenedentes"	0	456814	0
"832"	"Epiphytic"	"Myrtales"	"Latescibacterota"	128	456814	0.000280201570004422
"833"	"Epiphytic"	"Myrtales"	"Margulisbacteria"	5	456814	1.09453738282977e-05
"834"	"Epiphytic"	"Myrtales"	"Mbnt15"	34	456814	7.44285420324246e-05
"835"	"Epiphytic"	"Myrtales"	"Methylomirabilota"	41	456814	8.97520653920414e-05
"836"	"Epiphytic"	"Myrtales"	"Myxococcota"	3732	456814	0.00816962702544143
"837"	"Epiphytic"	"Myrtales"	"Nb1-j"	97	456814	0.000212340252268976
"838"	"Epiphytic"	"Myrtales"	"Nitrospirota"	570	456814	0.00124777261642594
"839"	"Epiphytic"	"Myrtales"	"Patescibacteria"	2197	456814	0.00480939726015402
"840"	"Epiphytic"	"Myrtales"	"Planctomycetota"	9987	456814	0.0218622896846419
"841"	"Epiphytic"	"Myrtales"	"Proteobacteria"	223146	456814	0.488483277657865
"842"	"Epiphytic"	"Myrtales"	"Rcp2-54"	237	456814	0.000518810719461312
"843"	"Epiphytic"	"Myrtales"	"Sar324"	57	456814	0.000124777261642594
"844"	"Epiphytic"	"Myrtales"	"Spirochaetota"	687	456814	0.00150389436400811
"845"	"Epiphytic"	"Myrtales"	"Sumerlaeota"	13	456814	2.84579719535741e-05
"846"	"Epiphytic"	"Myrtales"	"Synergistota"	0	456814	0
"847"	"Epiphytic"	"Myrtales"	"Tx1a-33"	0	456814	0
"848"	"Epiphytic"	"Myrtales"	"Verrucomicrobiota"	21381	456814	0.0468046075645668
"849"	"Epiphytic"	"Myrtales"	"Wps-2"	511	456814	0.00111861720525203
"850"	"Epiphytic"	"Myrtales"	"Ws2"	0	456814	0
"851"	"Epiphytic"	"Myrtales"	"Ws4"	2	456814	4.37814953131909e-06
"852"	"Epiphytic"	"Pinidae"	"Abditibacteriota"	6200	2540269	0.00244068639974743
"853"	"Epiphytic"	"Pinidae"	"Acidobacteriota"	127381	2540269	0.0501446894010044
"854"	"Epiphytic"	"Pinidae"	"Actinobacteriota"	322051	2540269	0.126778305762106
"855"	"Epiphytic"	"Pinidae"	"Aerophobota"	0	2540269	0
"856"	"Epiphytic"	"Pinidae"	"Aquificota"	0	2540269	0
"857"	"Epiphytic"	"Pinidae"	"Armatimonadota"	9832	2540269	0.00387045623908334
"858"	"Epiphytic"	"Pinidae"	"Bacteroidota"	239301	2540269	0.0942030155074128
"859"	"Epiphytic"	"Pinidae"	"Bdellovibrionota"	10599	2540269	0.0041723927662779
"860"	"Epiphytic"	"Pinidae"	"Caldatribacteriota"	0	2540269	0
"861"	"Epiphytic"	"Pinidae"	"Caldisericota"	0	2540269	0
"862"	"Epiphytic"	"Pinidae"	"Calditrichota"	0	2540269	0
"863"	"Epiphytic"	"Pinidae"	"Campilobacterota"	13	2540269	5.11756825753493e-06
"864"	"Epiphytic"	"Pinidae"	"Caulobacterales"	0	2540269	0
"865"	"Epiphytic"	"Pinidae"	"Chloroflexi"	1397	2540269	0.000549941758136638
"866"	"Epiphytic"	"Pinidae"	"Cloacimonadota"	0	2540269	0
"867"	"Epiphytic"	"Pinidae"	"Coprothermobacterota"	0	2540269	0
"868"	"Epiphytic"	"Pinidae"	"Cyanobacteria"	475	2540269	0.000186988070948392
"869"	"Epiphytic"	"Pinidae"	"Dadabacteria"	0	2540269	0
"870"	"Epiphytic"	"Pinidae"	"Deferribacterota"	0	2540269	0
"871"	"Epiphytic"	"Pinidae"	"Deinococcota"	12249	2540269	0.0048219302758881
"872"	"Epiphytic"	"Pinidae"	"Dependentiae"	43	2540269	1.69273411595386e-05
"873"	"Epiphytic"	"Pinidae"	"Desulfobacterota"	137	2540269	5.39312962524835e-05
"874"	"Epiphytic"	"Pinidae"	"Elusimicrobiota"	0	2540269	0
"875"	"Epiphytic"	"Pinidae"	"Entotheonellaeota"	0	2540269	0
"876"	"Epiphytic"	"Pinidae"	"Fcpu426"	0	2540269	0
"877"	"Epiphytic"	"Pinidae"	"Fibrobacterota"	2	2540269	7.87318193466912e-07
"878"	"Epiphytic"	"Pinidae"	"Firmicutes"	9134	2540269	0.00359568218956339
"879"	"Epiphytic"	"Pinidae"	"Fusobacteriota"	28	2540269	1.10224547085368e-05
"880"	"Epiphytic"	"Pinidae"	"Gal15"	0	2540269	0
"881"	"Epiphytic"	"Pinidae"	"Gemmatimonadota"	1209	2540269	0.000475933847950749
"882"	"Epiphytic"	"Pinidae"	"Halanaerobiaeota"	0	2540269	0
"883"	"Epiphytic"	"Pinidae"	"Hydrogenedentes"	0	2540269	0
"884"	"Epiphytic"	"Pinidae"	"Hydrothermae"	0	2540269	0
"885"	"Epiphytic"	"Pinidae"	"Latescibacterota"	5	2540269	1.96829548366728e-06
"886"	"Epiphytic"	"Pinidae"	"Marinimicrobia"	0	2540269	0
"887"	"Epiphytic"	"Pinidae"	"Mbnt15"	0	2540269	0
"888"	"Epiphytic"	"Pinidae"	"Methylomirabilota"	12	2540269	4.72390916080147e-06
"889"	"Epiphytic"	"Pinidae"	"Myxococcota"	65463	2540269	0.0257701054494622
"890"	"Epiphytic"	"Pinidae"	"Nb1-j"	0	2540269	0
"891"	"Epiphytic"	"Pinidae"	"Nitrospirota"	25	2540269	9.8414774183364e-06
"892"	"Epiphytic"	"Pinidae"	"Patescibacteria"	9780	2540269	0.0038499859660532
"893"	"Epiphytic"	"Pinidae"	"Planctomycetota"	2073	2540269	0.000816055307528455
"894"	"Epiphytic"	"Pinidae"	"Proteobacteria"	1722158	2540269	0.677943162712295
"895"	"Epiphytic"	"Pinidae"	"Rcp2-54"	6	2540269	2.36195458040074e-06
"896"	"Epiphytic"	"Pinidae"	"Sar324"	8	2540269	3.14927277386765e-06
"897"	"Epiphytic"	"Pinidae"	"Spirochaetota"	0	2540269	0
"898"	"Epiphytic"	"Pinidae"	"Sumerlaeota"	13	2540269	5.11756825753493e-06
"899"	"Epiphytic"	"Pinidae"	"Sva0485"	0	2540269	0
"900"	"Epiphytic"	"Pinidae"	"Synergistota"	47	2540269	1.85019775464724e-05
"901"	"Epiphytic"	"Pinidae"	"Ta06"	0	2540269	0
"902"	"Epiphytic"	"Pinidae"	"Thermotogota"	0	2540269	0
"903"	"Epiphytic"	"Pinidae"	"Verrucomicrobiota"	608	2540269	0.000239344730813941
"904"	"Epiphytic"	"Pinidae"	"Wps-2"	20	2540269	7.87318193466912e-06
"905"	"Epiphytic"	"Pinidae"	"Ws2"	0	2540269	0
"906"	"Epiphytic"	"Pinidae"	"Ws4"	0	2540269	0
"907"	"Epiphytic"	"Pinidae"	"Zixibacteria"	0	2540269	0
"908"	"Epiphytic"	"Poales"	"Abditibacteriota"	2311	2409040	0.000959303290937469
"909"	"Epiphytic"	"Poales"	"Acidobacteriota"	43466	2409040	0.0180428718493674
"910"	"Epiphytic"	"Poales"	"Actinobacteriota"	249706	2409040	0.103653737588417
"911"	"Epiphytic"	"Poales"	"Aerophobota"	0	2409040	0
"912"	"Epiphytic"	"Poales"	"Aquificota"	70	2409040	2.90572178129047e-05
"913"	"Epiphytic"	"Poales"	"Armatimonadota"	3810	2409040	0.00158154285524524
"914"	"Epiphytic"	"Poales"	"Bacteriap25"	35	2409040	1.45286089064524e-05
"915"	"Epiphytic"	"Poales"	"Bacteroidota"	212894	2409040	0.088372961843722
"916"	"Epiphytic"	"Poales"	"Bdellovibrionota"	2494	2409040	0.00103526716036263
"917"	"Epiphytic"	"Poales"	"Caldatribacteriota"	2	2409040	8.30206223225849e-07
"918"	"Epiphytic"	"Poales"	"Caldisericota"	14	2409040	5.81144356258095e-06
"919"	"Epiphytic"	"Poales"	"Calditrichota"	13	2409040	5.39634045096802e-06
"920"	"Epiphytic"	"Poales"	"Campilobacterota"	311	2409040	0.00012909706771162
"921"	"Epiphytic"	"Poales"	"Caulobacterales"	0	2409040	0
"922"	"Epiphytic"	"Poales"	"Chloroflexi"	10641	2409040	0.00441711221067313
"923"	"Epiphytic"	"Poales"	"Cloacimonadota"	133	2409040	5.5208713844519e-05
"924"	"Epiphytic"	"Poales"	"Coprothermobacterota"	0	2409040	0
"925"	"Epiphytic"	"Poales"	"Cyanobacteria"	4255	2409040	0.00176626373991299
"926"	"Epiphytic"	"Poales"	"Dadabacteria"	2	2409040	8.30206223225849e-07
"927"	"Epiphytic"	"Poales"	"Deferribacterota"	16	2409040	6.64164978580679e-06
"928"	"Epiphytic"	"Poales"	"Deferrisomatota"	10	2409040	4.15103111612925e-06
"929"	"Epiphytic"	"Poales"	"Deinococcota"	34552	2409040	0.0143426427124498
"930"	"Epiphytic"	"Poales"	"Dependentiae"	425	2409040	0.000176418822435493
"931"	"Epiphytic"	"Poales"	"Desulfobacterota"	3960	2409040	0.00164380832198718
"932"	"Epiphytic"	"Poales"	"Elusimicrobiota"	313	2409040	0.000129927273934845
"933"	"Epiphytic"	"Poales"	"Entotheonellaeota"	45	2409040	1.86796400225816e-05
"934"	"Epiphytic"	"Poales"	"Fcpu426"	112	2409040	4.64915485006476e-05
"935"	"Epiphytic"	"Poales"	"Fermentibacterota"	13	2409040	5.39634045096802e-06
"936"	"Epiphytic"	"Poales"	"Fibrobacterota"	142	2409040	5.89446418490353e-05
"937"	"Epiphytic"	"Poales"	"Firmicutes"	156430	2409040	0.0649345797496098
"938"	"Epiphytic"	"Poales"	"Fusobacteriota"	239	2409040	9.9209643675489e-05
"939"	"Epiphytic"	"Poales"	"Gal15"	0	2409040	0
"940"	"Epiphytic"	"Poales"	"Gemmatimonadota"	1021	2409040	0.000423820276956796
"941"	"Epiphytic"	"Poales"	"Halanaerobiaeota"	0	2409040	0
"942"	"Epiphytic"	"Poales"	"Hydrogenedentes"	64	2409040	2.65665991432272e-05
"943"	"Epiphytic"	"Poales"	"Hydrothermae"	0	2409040	0
"944"	"Epiphytic"	"Poales"	"Latescibacterota"	583	2409040	0.000242005114070335
"945"	"Epiphytic"	"Poales"	"Lcp-89"	7	2409040	2.90572178129047e-06
"946"	"Epiphytic"	"Poales"	"Marinimicrobia"	0	2409040	0
"947"	"Epiphytic"	"Poales"	"Mbnt15"	125	2409040	5.18878889516156e-05
"948"	"Epiphytic"	"Poales"	"Methylomirabilota"	595	2409040	0.00024698635140969
"949"	"Epiphytic"	"Poales"	"Modulibacteria"	25	2409040	1.03775777903231e-05
"950"	"Epiphytic"	"Poales"	"Myxococcota"	11036	2409040	0.00458107793976024
"951"	"Epiphytic"	"Poales"	"Nb1-j"	92	2409040	3.81894862683891e-05
"952"	"Epiphytic"	"Poales"	"Nitrospinota"	78	2409040	3.23780427058081e-05
"953"	"Epiphytic"	"Poales"	"Nitrospirota"	890	2409040	0.000369441769335503
"954"	"Epiphytic"	"Poales"	"Patescibacteria"	1660	2409040	0.000689071165277455
"955"	"Epiphytic"	"Poales"	"Pauc34f"	14	2409040	5.81144356258095e-06
"956"	"Epiphytic"	"Poales"	"Planctomycetota"	31349	2409040	0.0130130674459536
"957"	"Epiphytic"	"Poales"	"Proteobacteria"	1616167	2409040	0.670875950586126
"958"	"Epiphytic"	"Poales"	"Rcp2-54"	338	2409040	0.000140304851725169
"959"	"Epiphytic"	"Poales"	"Sar324"	201	2409040	8.34357254341979e-05
"960"	"Epiphytic"	"Poales"	"Spirochaetota"	899	2409040	0.000373177697340019
"961"	"Epiphytic"	"Poales"	"Sumerlaeota"	143	2409040	5.93597449606482e-05
"962"	"Epiphytic"	"Poales"	"Sva0485"	103	2409040	4.27556204961312e-05
"963"	"Epiphytic"	"Poales"	"Synergistota"	0	2409040	0
"964"	"Epiphytic"	"Poales"	"Ta06"	11	2409040	4.56613422774217e-06
"965"	"Epiphytic"	"Poales"	"Thermotogota"	0	2409040	0
"966"	"Epiphytic"	"Poales"	"Verrucomicrobiota"	16522	2409040	0.00685833361006874
"967"	"Epiphytic"	"Poales"	"Wor-1"	14	2409040	5.81144356258095e-06
"968"	"Epiphytic"	"Poales"	"Wps-2"	308	2409040	0.000127851758376781
"969"	"Epiphytic"	"Poales"	"Ws1"	113	2409040	4.69066516122605e-05
"970"	"Epiphytic"	"Poales"	"Ws2"	153	2409040	6.35107760767775e-05
"971"	"Epiphytic"	"Poales"	"Ws4"	5	2409040	2.07551555806462e-06
"972"	"Epiphytic"	"Poales"	"Zixibacteria"	110	2409040	4.56613422774217e-05
"973"	"Epiphytic"	"Rosales"	"Abditibacteriota"	714	486822	0.00146665516348891
"974"	"Epiphytic"	"Rosales"	"Acidobacteriota"	12972	486822	0.026646289608933
"975"	"Epiphytic"	"Rosales"	"Actinobacteriota"	27188	486822	0.0558479279901073
"976"	"Epiphytic"	"Rosales"	"Armatimonadota"	387	486822	0.000794951748277604
"977"	"Epiphytic"	"Rosales"	"Bacteroidota"	45189	486822	0.0928244820488803
"978"	"Epiphytic"	"Rosales"	"Bdellovibrionota"	1152	486822	0.00236636799487287
"979"	"Epiphytic"	"Rosales"	"Campilobacterota"	22	486822	4.51910554576416e-05
"980"	"Epiphytic"	"Rosales"	"Chloroflexi"	30	486822	6.16241665331476e-05
"981"	"Epiphytic"	"Rosales"	"Cyanobacteria"	0	486822	0
"982"	"Epiphytic"	"Rosales"	"Dadabacteria"	0	486822	0
"983"	"Epiphytic"	"Rosales"	"Deinococcota"	729	486822	0.00149746724675549
"984"	"Epiphytic"	"Rosales"	"Dependentiae"	0	486822	0
"985"	"Epiphytic"	"Rosales"	"Desulfobacterota"	6	486822	1.23248333066295e-05
"986"	"Epiphytic"	"Rosales"	"Elusimicrobiota"	0	486822	0
"987"	"Epiphytic"	"Rosales"	"Entotheonellaeota"	2	486822	4.10827776887651e-06
"988"	"Epiphytic"	"Rosales"	"Fibrobacterota"	0	486822	0
"989"	"Epiphytic"	"Rosales"	"Firmicutes"	2613	486822	0.00536746490503716
"990"	"Epiphytic"	"Rosales"	"Fusobacteriota"	0	486822	0
