"Compartment"	"Host_order"	"Class"	"total_reads"	"total_reads_com_host"	"prop"
"668"	"Endophytic"	"Pinales"	"Archaeosporomycetes"	0	1107210	0
"669"	"Endophytic"	"Pinales"	"Arthoniomycetes"	81	1107210	7.31568537133877e-05
"670"	"Endophytic"	"Pinales"	"Atractiellomycetes"	115949	1107210	0.104721778163131
"671"	"Endophytic"	"Pinales"	"Basidiobolomycetes"	13	1107210	1.1741223435482e-05
"672"	"Endophytic"	"Pinales"	"Blastocladiomycetes"	0	1107210	0
"673"	"Endophytic"	"Pinales"	"Chytridiomycetes"	0	1107210	0
"674"	"Endophytic"	"Pinales"	"Cystobasidiomycetes"	400	1107210	0.000361268413399445
"675"	"Endophytic"	"Pinales"	"Dacrymycetes"	0	1107210	0
"676"	"Endophytic"	"Pinales"	"Dothideomycetes"	361362	1107210	0.326371691007126
"677"	"Endophytic"	"Pinales"	"Endogonomycetes"	0	1107210	0
"678"	"Endophytic"	"Pinales"	"Entomophthoromycetes"	130	1107210	0.00011741223435482
"679"	"Endophytic"	"Pinales"	"Eurotiomycetes"	49321	1107210	0.0445452985431851
"680"	"Endophytic"	"Pinales"	"Exobasidiomycetes"	7267	1107210	0.00656334390043443
"681"	"Endophytic"	"Pinales"	"Geoglossomycetes"	0	1107210	0
"682"	"Endophytic"	"Pinales"	"Glomeromycetes"	440	1107210	0.00039739525473939
"683"	"Endophytic"	"Pinales"	"Gs18"	0	1107210	0
"684"	"Endophytic"	"Pinales"	"Gs27"	0	1107210	0
"685"	"Endophytic"	"Pinales"	"Gs35"	0	1107210	0
"686"	"Endophytic"	"Pinales"	"Kickxellomycetes"	0	1107210	0
"687"	"Endophytic"	"Pinales"	"Laboulbeniomycetes"	0	1107210	0
"688"	"Endophytic"	"Pinales"	"Lecanoromycetes"	1373	1107210	0.0012400538289936
"689"	"Endophytic"	"Pinales"	"Leotiomycetes"	450211	1107210	0.406617534162444
"690"	"Endophytic"	"Pinales"	"Lichinomycetes"	0	1107210	0
"691"	"Endophytic"	"Pinales"	"Lobulomycetes"	0	1107210	0
"692"	"Endophytic"	"Pinales"	"Malasseziomycetes"	25192	1107210	0.0227526846758971
"693"	"Endophytic"	"Pinales"	"Microbotryomycetes"	281	1107210	0.00025379106041311
"694"	"Endophytic"	"Pinales"	"Mortierellomycetes"	0	1107210	0
"695"	"Endophytic"	"Pinales"	"Mucoromycetes"	0	1107210	0
"696"	"Endophytic"	"Pinales"	"Olpidiomycetes"	0	1107210	0
"697"	"Endophytic"	"Pinales"	"Orbiliomycetes"	911	1107210	0.000822788811517237
"698"	"Endophytic"	"Pinales"	"Paraglomeromycetes"	0	1107210	0
"699"	"Endophytic"	"Pinales"	"Pezizomycetes"	687	1107210	0.000620478500013548
"700"	"Endophytic"	"Pinales"	"Pleosporales"	0	1107210	0
"701"	"Endophytic"	"Pinales"	"Pucciniomycetes"	223	1107210	0.000201407140470191
"702"	"Endophytic"	"Pinales"	"Rhizophlyctidomycetes"	0	1107210	0
"703"	"Endophytic"	"Pinales"	"Rhizophydiomycetes"	69	1107210	6.23188013114043e-05
"704"	"Endophytic"	"Pinales"	"Saccharomycetes"	1812	1107210	0.00163654591269949
"705"	"Endophytic"	"Pinales"	"Sanchytriomycetes"	0	1107210	0
"706"	"Endophytic"	"Pinales"	"Sareomycetes"	0	1107210	0
"707"	"Endophytic"	"Pinales"	"Sordariomycetes"	45988	1107210	0.0415350294885342
"708"	"Endophytic"	"Pinales"	"Spiculogloeomycetes"	428	1107210	0.000386557202337407
"709"	"Endophytic"	"Pinales"	"Spizellomycetes"	395	1107210	0.000356752558231952
"710"	"Endophytic"	"Pinales"	"Taphrinomycetes"	2012	1107210	0.00181718011939921
"711"	"Endophytic"	"Pinales"	"Tremellomycetes"	13849	1107210	0.0125080156429223
"712"	"Endophytic"	"Pinales"	"Umbelopsidomycetes"	0	1107210	0
"713"	"Endophytic"	"Pinales"	"Ustilaginomycetes"	662	1107210	0.000597899224176082
"714"	"Endophytic"	"Pinales"	"Wallemiomycetes"	256	1107210	0.000231211784575645
"715"	"Endophytic"	"Pinales"	"Zoopagomycetes"	0	1107210	0
"716"	"Endophytic"	"Piperales"	""	28	14918	0.00187692720203781
"717"	"Endophytic"	"Piperales"	"Agaricomycetes"	34	14918	0.00227912588818877
"718"	"Endophytic"	"Piperales"	"Agaricostilbomycetes"	0	14918	0
"719"	"Endophytic"	"Piperales"	"Arthoniomycetes"	0	14918	0
"720"	"Endophytic"	"Piperales"	"Cystobasidiomycetes"	0	14918	0
"721"	"Endophytic"	"Piperales"	"Dacrymycetes"	0	14918	0
"722"	"Endophytic"	"Piperales"	"Dothideomycetes"	11706	14918	0.78468963668052
"723"	"Endophytic"	"Piperales"	"Eurotiomycetes"	238	14918	0.0159538812173214
"724"	"Endophytic"	"Piperales"	"Exobasidiomycetes"	0	14918	0
"725"	"Endophytic"	"Piperales"	"Lecanoromycetes"	30	14918	0.00201099343075479
"726"	"Endophytic"	"Piperales"	"Leotiomycetes"	0	14918	0
"727"	"Endophytic"	"Piperales"	"Microbotryomycetes"	0	14918	0
"728"	"Endophytic"	"Piperales"	"Orbiliomycetes"	0	14918	0
"729"	"Endophytic"	"Piperales"	"Pezizomycetes"	0	14918	0
"730"	"Endophytic"	"Piperales"	"Pucciniomycetes"	0	14918	0
"731"	"Endophytic"	"Piperales"	"Saccharomycetes"	534	14918	0.0357956830674353
"732"	"Endophytic"	"Piperales"	"Sordariomycetes"	1670	14918	0.111945300978683
"733"	"Endophytic"	"Piperales"	"Taphrinomycetes"	0	14918	0
"734"	"Endophytic"	"Piperales"	"Tremellomycetes"	678	14918	0.0454484515350583
"735"	"Endophytic"	"Polypodiales"	""	72	133404	0.000539713951605649
"736"	"Endophytic"	"Polypodiales"	"Agaricomycetes"	0	133404	0
"737"	"Endophytic"	"Polypodiales"	"Agaricostilbomycetes"	0	133404	0
"738"	"Endophytic"	"Polypodiales"	"Arthoniomycetes"	0	133404	0
"739"	"Endophytic"	"Polypodiales"	"Cystobasidiomycetes"	0	133404	0
"740"	"Endophytic"	"Polypodiales"	"Dacrymycetes"	0	133404	0
"741"	"Endophytic"	"Polypodiales"	"Dothideomycetes"	132276	133404	0.991544481424845
"742"	"Endophytic"	"Polypodiales"	"Eurotiomycetes"	0	133404	0
"743"	"Endophytic"	"Polypodiales"	"Exobasidiomycetes"	0	133404	0
"744"	"Endophytic"	"Polypodiales"	"Lecanoromycetes"	0	133404	0
"745"	"Endophytic"	"Polypodiales"	"Leotiomycetes"	8	133404	5.99682168450721e-05
"746"	"Endophytic"	"Polypodiales"	"Microbotryomycetes"	0	133404	0
"747"	"Endophytic"	"Polypodiales"	"Orbiliomycetes"	0	133404	0
"748"	"Endophytic"	"Polypodiales"	"Pezizomycetes"	0	133404	0
"749"	"Endophytic"	"Polypodiales"	"Pucciniomycetes"	0	133404	0
"750"	"Endophytic"	"Polypodiales"	"Saccharomycetes"	0	133404	0
"751"	"Endophytic"	"Polypodiales"	"Sordariomycetes"	702	133404	0.00526221102815508
"752"	"Endophytic"	"Polypodiales"	"Taphrinomycetes"	0	133404	0
"753"	"Endophytic"	"Polypodiales"	"Tremellomycetes"	346	133404	0.00259362537854937
"754"	"Endophytic"	"Rosales"	""	166	304830	0.000544565823573795
"755"	"Endophytic"	"Rosales"	"Agaricales"	0	304830	0
"756"	"Endophytic"	"Rosales"	"Agaricomycetes"	15	304830	4.92077551422104e-05
"757"	"Endophytic"	"Rosales"	"Agaricostilbomycetes"	0	304830	0
"758"	"Endophytic"	"Rosales"	"Aphelidiomycetes"	0	304830	0
"759"	"Endophytic"	"Rosales"	"Archaeorhizomycetes"	0	304830	0
"760"	"Endophytic"	"Rosales"	"Archaeosporomycetes"	0	304830	0
"761"	"Endophytic"	"Rosales"	"Arthoniomycetes"	0	304830	0
"762"	"Endophytic"	"Rosales"	"Atractiellomycetes"	1698	304830	0.00557031788209822
"763"	"Endophytic"	"Rosales"	"Basidiobolomycetes"	0	304830	0
"764"	"Endophytic"	"Rosales"	"Blastocladiomycetes"	0	304830	0
"765"	"Endophytic"	"Rosales"	"Chytridiomycetes"	0	304830	0
"766"	"Endophytic"	"Rosales"	"Cystobasidiomycetes"	313	304830	0.00102680182396746
"767"	"Endophytic"	"Rosales"	"Dacrymycetes"	0	304830	0
"768"	"Endophytic"	"Rosales"	"Dothideomycetes"	159934	304830	0.524666207394285
"769"	"Endophytic"	"Rosales"	"Endogonomycetes"	0	304830	0
"770"	"Endophytic"	"Rosales"	"Entomophthoromycetes"	0	304830	0
"771"	"Endophytic"	"Rosales"	"Eurotiomycetes"	1843	304830	0.00604599284847292
"772"	"Endophytic"	"Rosales"	"Exobasidiomycetes"	279	304830	0.000915264245645114
"773"	"Endophytic"	"Rosales"	"Geoglossomycetes"	0	304830	0
"774"	"Endophytic"	"Rosales"	"Glomeromycetes"	0	304830	0
"775"	"Endophytic"	"Rosales"	"Gs18"	3	304830	9.84155102844208e-06
"776"	"Endophytic"	"Rosales"	"Gs27"	0	304830	0
"777"	"Endophytic"	"Rosales"	"Gs35"	0	304830	0
"778"	"Endophytic"	"Rosales"	"Kickxellomycetes"	0	304830	0
"779"	"Endophytic"	"Rosales"	"Laboulbeniomycetes"	0	304830	0
"780"	"Endophytic"	"Rosales"	"Lecanoromycetes"	0	304830	0
"781"	"Endophytic"	"Rosales"	"Leotiomycetes"	112059	304830	0.367611455565397
"782"	"Endophytic"	"Rosales"	"Lichinomycetes"	0	304830	0
"783"	"Endophytic"	"Rosales"	"Lobulomycetes"	0	304830	0
"784"	"Endophytic"	"Rosales"	"Malasseziomycetes"	15523	304830	0.0509234655381688
"785"	"Endophytic"	"Rosales"	"Microbotryomycetes"	20	304830	6.56103401896139e-05
"786"	"Endophytic"	"Rosales"	"Mortierellomycetes"	3492	304830	0.0114555653971066
"787"	"Endophytic"	"Rosales"	"Mucoromycetes"	0	304830	0
"788"	"Endophytic"	"Rosales"	"Olpidiomycetes"	0	304830	0
"789"	"Endophytic"	"Rosales"	"Orbiliomycetes"	0	304830	0
"790"	"Endophytic"	"Rosales"	"Paraglomeromycetes"	0	304830	0
"791"	"Endophytic"	"Rosales"	"Pezizomycetes"	0	304830	0
"792"	"Endophytic"	"Rosales"	"Pleosporales"	0	304830	0
"793"	"Endophytic"	"Rosales"	"Pucciniomycetes"	0	304830	0
"794"	"Endophytic"	"Rosales"	"Rhizophlyctidomycetes"	0	304830	0
"795"	"Endophytic"	"Rosales"	"Rhizophydiomycetes"	0	304830	0
"796"	"Endophytic"	"Rosales"	"Saccharomycetes"	1280	304830	0.00419906177213529
"797"	"Endophytic"	"Rosales"	"Sanchytriomycetes"	0	304830	0
"798"	"Endophytic"	"Rosales"	"Sareomycetes"	0	304830	0
"799"	"Endophytic"	"Rosales"	"Sordariomycetes"	5948	304830	0.0195125151723912
"800"	"Endophytic"	"Rosales"	"Spiculogloeomycetes"	0	304830	0
"801"	"Endophytic"	"Rosales"	"Spizellomycetes"	0	304830	0
"802"	"Endophytic"	"Rosales"	"Taphrinomycetes"	154	304830	0.000505199619460027
"803"	"Endophytic"	"Rosales"	"Tremellomycetes"	2103	304830	0.0068989272709379
"804"	"Endophytic"	"Rosales"	"Umbelopsidomycetes"	0	304830	0
"805"	"Endophytic"	"Rosales"	"Ustilaginomycetes"	0	304830	0
"806"	"Endophytic"	"Rosales"	"Wallemiomycetes"	0	304830	0
"807"	"Endophytic"	"Rosales"	"Zoopagomycetes"	0	304830	0
"808"	"Endophytic"	"Santalales"	""	210	1780	0.117977528089888
"809"	"Endophytic"	"Santalales"	"Agaricomycetes"	0	1780	0
"810"	"Endophytic"	"Santalales"	"Agaricostilbomycetes"	0	1780	0
"811"	"Endophytic"	"Santalales"	"Arthoniomycetes"	0	1780	0
"812"	"Endophytic"	"Santalales"	"Cystobasidiomycetes"	0	1780	0
"813"	"Endophytic"	"Santalales"	"Dacrymycetes"	0	1780	0
"814"	"Endophytic"	"Santalales"	"Dothideomycetes"	1528	1780	0.858426966292135
"815"	"Endophytic"	"Santalales"	"Eurotiomycetes"	0	1780	0
"816"	"Endophytic"	"Santalales"	"Exobasidiomycetes"	0	1780	0
"817"	"Endophytic"	"Santalales"	"Lecanoromycetes"	0	1780	0
"818"	"Endophytic"	"Santalales"	"Leotiomycetes"	0	1780	0
"819"	"Endophytic"	"Santalales"	"Microbotryomycetes"	0	1780	0
"820"	"Endophytic"	"Santalales"	"Orbiliomycetes"	0	1780	0
"821"	"Endophytic"	"Santalales"	"Pezizomycetes"	0	1780	0
"822"	"Endophytic"	"Santalales"	"Pucciniomycetes"	0	1780	0
"823"	"Endophytic"	"Santalales"	"Saccharomycetes"	0	1780	0
"824"	"Endophytic"	"Santalales"	"Sordariomycetes"	42	1780	0.0235955056179775
"825"	"Endophytic"	"Santalales"	"Taphrinomycetes"	0	1780	0
"826"	"Endophytic"	"Santalales"	"Tremellomycetes"	0	1780	0
"827"	"Endophytic"	"Sapindales"	""	13896	119288	0.11649118100731
"828"	"Endophytic"	"Sapindales"	"Agaricomycetes"	89	119288	0.000746093488028972
"829"	"Endophytic"	"Sapindales"	"Agaricostilbomycetes"	10	119288	8.38307289920193e-05
"830"	"Endophytic"	"Sapindales"	"Arthoniomycetes"	7539	119288	0.0631999865870834
"831"	"Endophytic"	"Sapindales"	"Atractiellomycetes"	17662	119288	0.148061833545705
"832"	"Endophytic"	"Sapindales"	"Cystobasidiomycetes"	234	119288	0.00196163905841325
"833"	"Endophytic"	"Sapindales"	"Dacrymycetes"	0	119288	0
"834"	"Endophytic"	"Sapindales"	"Dothideomycetes"	31172	119288	0.261317148413923
"835"	"Endophytic"	"Sapindales"	"Entomophthoromycetes"	0	119288	0
"836"	"Endophytic"	"Sapindales"	"Eurotiomycetes"	2185	119288	0.0183170142847562
"837"	"Endophytic"	"Sapindales"	"Exobasidiomycetes"	0	119288	0
"838"	"Endophytic"	"Sapindales"	"Lecanoromycetes"	293	119288	0.00245624035946617
"839"	"Endophytic"	"Sapindales"	"Leotiomycetes"	38107	119288	0.319453758969888
"840"	"Endophytic"	"Sapindales"	"Malasseziomycetes"	311	119288	0.0026071356716518
"841"	"Endophytic"	"Sapindales"	"Microbotryomycetes"	4	119288	3.35322915968077e-05
"842"	"Endophytic"	"Sapindales"	"Mortierellomycetes"	0	119288	0
"843"	"Endophytic"	"Sapindales"	"Mucoromycetes"	0	119288	0
"844"	"Endophytic"	"Sapindales"	"Orbiliomycetes"	44	119288	0.000368855207564885
"845"	"Endophytic"	"Sapindales"	"Pezizomycetes"	0	119288	0
"846"	"Endophytic"	"Sapindales"	"Pucciniomycetes"	110	119288	0.000922138018912212
"847"	"Endophytic"	"Sapindales"	"Saccharomycetes"	165	119288	0.00138320702836832
"848"	"Endophytic"	"Sapindales"	"Sanchytriomycetes"	0	119288	0
"849"	"Endophytic"	"Sapindales"	"Sareomycetes"	12	119288	0.000100596874790423
"850"	"Endophytic"	"Sapindales"	"Sordariomycetes"	4389	119288	0.0367933069545973
"851"	"Endophytic"	"Sapindales"	"Spiculogloeomycetes"	0	119288	0
"852"	"Endophytic"	"Sapindales"	"Spizellomycetes"	0	119288	0
"853"	"Endophytic"	"Sapindales"	"Taphrinomycetes"	91	119288	0.000762859633827376
"854"	"Endophytic"	"Sapindales"	"Tremellomycetes"	2946	119288	0.0246965327610489
"855"	"Endophytic"	"Sapindales"	"Umbelopsidomycetes"	19	119288	0.000159278385084837
"856"	"Endophytic"	"Sapindales"	"Ustilaginomycetes"	0	119288	0
"857"	"Endophytic"	"Sapindales"	"Wallemiomycetes"	10	119288	8.38307289920193e-05
"858"	"Endophytic"	"Solanales"	""	2486	288755	0.00860937472944191
"859"	"Endophytic"	"Solanales"	"Agaricales"	0	288755	0
"860"	"Endophytic"	"Solanales"	"Agaricomycetes"	3448	288755	0.0119409187719693
"861"	"Endophytic"	"Solanales"	"Agaricostilbomycetes"	0	288755	0
"862"	"Endophytic"	"Solanales"	"Aphelidiomycetes"	0	288755	0
"863"	"Endophytic"	"Solanales"	"Archaeorhizomycetes"	19	288755	6.57997264116639e-05
"864"	"Endophytic"	"Solanales"	"Archaeosporomycetes"	0	288755	0
"865"	"Endophytic"	"Solanales"	"Arthoniomycetes"	0	288755	0
"866"	"Endophytic"	"Solanales"	"Atractiellomycetes"	0	288755	0
"867"	"Endophytic"	"Solanales"	"Basidiobolomycetes"	0	288755	0
"868"	"Endophytic"	"Solanales"	"Blastocladiomycetes"	0	288755	0
"869"	"Endophytic"	"Solanales"	"Chytridiomycetes"	0	288755	0
"870"	"Endophytic"	"Solanales"	"Cystobasidiomycetes"	47814	288755	0.1655867430867
"871"	"Endophytic"	"Solanales"	"Dacrymycetes"	0	288755	0
"872"	"Endophytic"	"Solanales"	"Dothideomycetes"	131329	288755	0.454811172100916
"873"	"Endophytic"	"Solanales"	"Endogonomycetes"	0	288755	0
"874"	"Endophytic"	"Solanales"	"Entomophthoromycetes"	0	288755	0
"875"	"Endophytic"	"Solanales"	"Eurotiomycetes"	1196	288755	0.00414191962043947
"876"	"Endophytic"	"Solanales"	"Exobasidiomycetes"	523	288755	0.00181122404806843
"877"	"Endophytic"	"Solanales"	"Geoglossomycetes"	0	288755	0
"878"	"Endophytic"	"Solanales"	"Glomeromycetes"	0	288755	0
"879"	"Endophytic"	"Solanales"	"Gs18"	0	288755	0
"880"	"Endophytic"	"Solanales"	"Gs27"	0	288755	0
"881"	"Endophytic"	"Solanales"	"Gs35"	0	288755	0
"882"	"Endophytic"	"Solanales"	"Kickxellomycetes"	0	288755	0
"883"	"Endophytic"	"Solanales"	"Laboulbeniomycetes"	0	288755	0
"884"	"Endophytic"	"Solanales"	"Lecanoromycetes"	0	288755	0
"885"	"Endophytic"	"Solanales"	"Leotiomycetes"	204	288755	0.000706481273051549
"886"	"Endophytic"	"Solanales"	"Lichinomycetes"	0	288755	0
"887"	"Endophytic"	"Solanales"	"Lobulomycetes"	0	288755	0
"888"	"Endophytic"	"Solanales"	"Malasseziomycetes"	22	288755	7.61891568977161e-05
"889"	"Endophytic"	"Solanales"	"Microbotryomycetes"	3016	288755	0.0104448407819778
"890"	"Endophytic"	"Solanales"	"Mortierellomycetes"	159	288755	0.000550639815760766
"891"	"Endophytic"	"Solanales"	"Mucoromycetes"	0	288755	0
"892"	"Endophytic"	"Solanales"	"Olpidiomycetes"	0	288755	0
"893"	"Endophytic"	"Solanales"	"Orbiliomycetes"	0	288755	0
"894"	"Endophytic"	"Solanales"	"Paraglomeromycetes"	0	288755	0
"895"	"Endophytic"	"Solanales"	"Pezizomycetes"	0	288755	0
"896"	"Endophytic"	"Solanales"	"Pleosporales"	0	288755	0
"897"	"Endophytic"	"Solanales"	"Pucciniomycetes"	0	288755	0
"898"	"Endophytic"	"Solanales"	"Rhizophlyctidomycetes"	0	288755	0
"899"	"Endophytic"	"Solanales"	"Rhizophydiomycetes"	0	288755	0
"900"	"Endophytic"	"Solanales"	"Saccharomycetes"	483	288755	0.0016726983082544
"901"	"Endophytic"	"Solanales"	"Sanchytriomycetes"	0	288755	0
"902"	"Endophytic"	"Solanales"	"Sareomycetes"	0	288755	0
"903"	"Endophytic"	"Solanales"	"Sordariomycetes"	37068	288755	0.128371803085661
"904"	"Endophytic"	"Solanales"	"Spiculogloeomycetes"	0	288755	0
"905"	"Endophytic"	"Solanales"	"Spizellomycetes"	0	288755	0
"906"	"Endophytic"	"Solanales"	"Taphrinomycetes"	28	288755	9.69680178698204e-05
"907"	"Endophytic"	"Solanales"	"Tremellomycetes"	60479	288755	0.209447455455317
"908"	"Endophytic"	"Solanales"	"Umbelopsidomycetes"	0	288755	0
"909"	"Endophytic"	"Solanales"	"Ustilaginomycetes"	235	288755	0.000813838721407422
"910"	"Endophytic"	"Solanales"	"Wallemiomycetes"	246	288755	0.00085193329985628
"911"	"Endophytic"	"Solanales"	"Zoopagomycetes"	0	288755	0
"912"	"Endophytic"	"Zingiberales"	""	0	6054	0
"913"	"Endophytic"	"Zingiberales"	"Agaricomycetes"	0	6054	0
"914"	"Endophytic"	"Zingiberales"	"Agaricostilbomycetes"	0	6054	0
"915"	"Endophytic"	"Zingiberales"	"Arthoniomycetes"	0	6054	0
"916"	"Endophytic"	"Zingiberales"	"Cystobasidiomycetes"	0	6054	0
"917"	"Endophytic"	"Zingiberales"	"Dacrymycetes"	0	6054	0
"918"	"Endophytic"	"Zingiberales"	"Dothideomycetes"	3938	6054	0.650479022134126
"919"	"Endophytic"	"Zingiberales"	"Eurotiomycetes"	0	6054	0
"920"	"Endophytic"	"Zingiberales"	"Exobasidiomycetes"	0	6054	0
"921"	"Endophytic"	"Zingiberales"	"Lecanoromycetes"	0	6054	0
"922"	"Endophytic"	"Zingiberales"	"Leotiomycetes"	0	6054	0
"923"	"Endophytic"	"Zingiberales"	"Microbotryomycetes"	0	6054	0
"924"	"Endophytic"	"Zingiberales"	"Orbiliomycetes"	0	6054	0
"925"	"Endophytic"	"Zingiberales"	"Pezizomycetes"	0	6054	0
"926"	"Endophytic"	"Zingiberales"	"Pucciniomycetes"	0	6054	0
"927"	"Endophytic"	"Zingiberales"	"Saccharomycetes"	0	6054	0
"928"	"Endophytic"	"Zingiberales"	"Sordariomycetes"	2116	6054	0.349520977865874
"929"	"Endophytic"	"Zingiberales"	"Taphrinomycetes"	0	6054	0
"930"	"Endophytic"	"Zingiberales"	"Tremellomycetes"	0	6054	0
"931"	"Epiphytic"	"Brassicales"	""	487346	2585904	0.188462526064386
"932"	"Epiphytic"	"Brassicales"	"Agaricomycetes"	352902	2585904	0.136471423533124
"933"	"Epiphytic"	"Brassicales"	"Agaricostilbomycetes"	806	2585904	0.000311689838447212
"934"	"Epiphytic"	"Brassicales"	"Aphelidiomycetes"	640	2585904	0.000247495653357588
"935"	"Epiphytic"	"Brassicales"	"Archaeorhizomycetes"	0	2585904	0
"936"	"Epiphytic"	"Brassicales"	"Archaeosporomycetes"	0	2585904	0
"937"	"Epiphytic"	"Brassicales"	"Arthoniomycetes"	1206	2585904	0.000466374621795705
"938"	"Epiphytic"	"Brassicales"	"Atractiellomycetes"	0	2585904	0
"939"	"Epiphytic"	"Brassicales"	"Basidiobolomycetes"	6	2585904	2.32027175022739e-06
"940"	"Epiphytic"	"Brassicales"	"Blastocladiomycetes"	228	2585904	8.81703265086407e-05
"941"	"Epiphytic"	"Brassicales"	"Calcarisporiellomycetes"	6	2585904	2.32027175022739e-06
"942"	"Epiphytic"	"Brassicales"	"Chytridiomycetes"	2808	2585904	0.00108588717910642
"943"	"Epiphytic"	"Brassicales"	"Cystobasidiomycetes"	11872	2585904	0.00459104436978326
"944"	"Epiphytic"	"Brassicales"	"Dacrymycetes"	6	2585904	2.32027175022739e-06
"945"	"Epiphytic"	"Brassicales"	"Dothideomycetes"	709834	2585904	0.274501296258484
"946"	"Epiphytic"	"Brassicales"	"Endogonomycetes"	122	2585904	4.71788589212902e-05
"947"	"Epiphytic"	"Brassicales"	"Entomophthoromycetes"	386	2585904	0.000149270815931295
"948"	"Epiphytic"	"Brassicales"	"Eurotiomycetes"	69386	2585904	0.0268323959435462
"949"	"Epiphytic"	"Brassicales"	"Exobasidiomycetes"	3586	2585904	0.00138674908271923
"950"	"Epiphytic"	"Brassicales"	"Geminibasidiomycetes"	488	2585904	0.000188715435685161
"951"	"Epiphytic"	"Brassicales"	"Glomeromycetes"	572	2585904	0.000221199240188344
"952"	"Epiphytic"	"Brassicales"	"Gs17"	0	2585904	0
"953"	"Epiphytic"	"Brassicales"	"GS17"	254	2585904	9.82248374262927e-05
"954"	"Epiphytic"	"Brassicales"	"Kickxellomycetes"	84	2585904	3.24838045031834e-05
"955"	"Epiphytic"	"Brassicales"	"Laboulbeniomycetes"	10024	2585904	0.00387640067071322
"956"	"Epiphytic"	"Brassicales"	"Lecanoromycetes"	14330	2585904	0.00554158236345974
"957"	"Epiphytic"	"Brassicales"	"Leotiomycetes"	28348	2585904	0.0109625105959077
"958"	"Epiphytic"	"Brassicales"	"Lobulomycetes"	60	2585904	2.32027175022739e-05
"959"	"Epiphytic"	"Brassicales"	"Malasseziomycetes"	6976	2585904	0.00269770262159771
"960"	"Epiphytic"	"Brassicales"	"Microbotryomycetes"	2650	2585904	0.00102478668968376
"961"	"Epiphytic"	"Brassicales"	"Monoblepharidomycetes"	30	2585904	1.16013587511369e-05
"962"	"Epiphytic"	"Brassicales"	"Mortierellomycetes"	74858	2585904	0.0289484837797536
"963"	"Epiphytic"	"Brassicales"	"Mucoromycetes"	4934	2585904	0.00190803680260365
"964"	"Epiphytic"	"Brassicales"	"Olpidiomycetes"	5726	2585904	0.00221431267363367
"965"	"Epiphytic"	"Brassicales"	"Orbiliomycetes"	1618	2585904	0.000625699948644652
"966"	"Epiphytic"	"Brassicales"	"Pezizomycetes"	227836	2585904	0.0881069057474678
"967"	"Epiphytic"	"Brassicales"	"Pucciniomycetes"	1722	2585904	0.00066591799231526
"968"	"Epiphytic"	"Brassicales"	"Rhizophlyctidomycetes"	34316	2585904	0.0132704075634672
"969"	"Epiphytic"	"Brassicales"	"Rhizophydiomycetes"	1806	2585904	0.000698401796818443
"970"	"Epiphytic"	"Brassicales"	"Saccharomycetes"	770	2585904	0.000297768207945848
"971"	"Epiphytic"	"Brassicales"	"Sordariomycetes"	458822	2585904	0.177431954163805
"972"	"Epiphytic"	"Brassicales"	"Spiculogloeomycetes"	24	2585904	9.28108700090955e-06
"973"	"Epiphytic"	"Brassicales"	"Spizellomycetes"	17322	2585904	0.00669862454290646
"974"	"Epiphytic"	"Brassicales"	"Taphrinomycetes"	2990	2585904	0.00115626875552998
"975"	"Epiphytic"	"Brassicales"	"Tremellomycetes"	44226	2585904	0.0171027230709261
"976"	"Epiphytic"	"Brassicales"	"Tritirachiomycetes"	0	2585904	0
"977"	"Epiphytic"	"Brassicales"	"Umbelopsidomycetes"	408	2585904	0.000157778479015462
"978"	"Epiphytic"	"Brassicales"	"Ustilaginomycetes"	3320	2585904	0.00128388370179249
"979"	"Epiphytic"	"Brassicales"	"Wallemiomycetes"	250	2585904	9.66779895928078e-05
"980"	"Epiphytic"	"Ericales"	""	1256	191256	0.00656711423432467
"981"	"Epiphytic"	"Ericales"	"Agaricomycetes"	5884	191256	0.0307650478939223
"982"	"Epiphytic"	"Ericales"	"Agaricostilbomycetes"	524	191256	0.00273978332705902
"983"	"Epiphytic"	"Ericales"	"Aphelidiomycetes"	0	191256	0
"984"	"Epiphytic"	"Ericales"	"Archaeorhizomycetes"	0	191256	0
"985"	"Epiphytic"	"Ericales"	"Archaeosporomycetes"	0	191256	0
"986"	"Epiphytic"	"Ericales"	"Arthoniomycetes"	14	191256	7.32003178985234e-05
"987"	"Epiphytic"	"Ericales"	"Atractiellomycetes"	0	191256	0
"988"	"Epiphytic"	"Ericales"	"Basidiobolomycetes"	0	191256	0
"989"	"Epiphytic"	"Ericales"	"Blastocladiomycetes"	0	191256	0
"990"	"Epiphytic"	"Ericales"	"Calcarisporiellomycetes"	0	191256	0
"991"	"Epiphytic"	"Ericales"	"Chytridiomycetes"	0	191256	0
"992"	"Epiphytic"	"Ericales"	"Cystobasidiomycetes"	2470	191256	0.0129146275149538
"993"	"Epiphytic"	"Ericales"	"Dacrymycetes"	38	191256	0.000198686577153135
"994"	"Epiphytic"	"Ericales"	"Dothideomycetes"	85116	191256	0.44503701844648
"995"	"Epiphytic"	"Ericales"	"Endogonomycetes"	0	191256	0
"996"	"Epiphytic"	"Ericales"	"Entomophthoromycetes"	0	191256	0
"997"	"Epiphytic"	"Ericales"	"Eurotiomycetes"	29322	191256	0.153312837244322
"998"	"Epiphytic"	"Ericales"	"Exobasidiomycetes"	2460	191256	0.0128623415735977
