"Compartment"	"Host_order"	"Class"	"total_reads"	"total_reads_com_host"	"prop"
"1312"	"Epiphytic"	"Sapindales"	"Mortierellomycetes"	16	311626	5.1343597774255e-05
"1313"	"Epiphytic"	"Sapindales"	"Mucoromycetes"	48	311626	0.000154030793322765
"1314"	"Epiphytic"	"Sapindales"	"Olpidiomycetes"	0	311626	0
"1315"	"Epiphytic"	"Sapindales"	"Orbiliomycetes"	724	311626	0.00232329779928504
"1316"	"Epiphytic"	"Sapindales"	"Pezizomycetes"	935	311626	0.00300039149493303
"1317"	"Epiphytic"	"Sapindales"	"Pucciniomycetes"	354	311626	0.00113597710075539
"1318"	"Epiphytic"	"Sapindales"	"Rhizophlyctidomycetes"	10	311626	3.20897486089094e-05
"1319"	"Epiphytic"	"Sapindales"	"Rhizophydiomycetes"	0	311626	0
"1320"	"Epiphytic"	"Sapindales"	"Saccharomycetes"	106	311626	0.00034015133525444
"1321"	"Epiphytic"	"Sapindales"	"Sanchytriomycetes"	0	311626	0
"1322"	"Epiphytic"	"Sapindales"	"Sareomycetes"	0	311626	0
"1323"	"Epiphytic"	"Sapindales"	"Sordariomycetes"	102821	311626	0.329950004171667
"1324"	"Epiphytic"	"Sapindales"	"Spiculogloeomycetes"	392	311626	0.00125791814546925
"1325"	"Epiphytic"	"Sapindales"	"Spizellomycetes"	144	311626	0.000462092379968295
"1326"	"Epiphytic"	"Sapindales"	"Taphrinomycetes"	1722	311626	0.0055258547104542
"1327"	"Epiphytic"	"Sapindales"	"Tremellomycetes"	11152	311626	0.0357864876486558
"1328"	"Epiphytic"	"Sapindales"	"Tritirachiomycetes"	0	311626	0
"1329"	"Epiphytic"	"Sapindales"	"Umbelopsidomycetes"	10	311626	3.20897486089094e-05
"1330"	"Epiphytic"	"Sapindales"	"Ustilaginomycetes"	335	311626	0.00107500657839846
"1331"	"Epiphytic"	"Sapindales"	"Wallemiomycetes"	4	311626	1.28358994435638e-05
"1332"	"Epiphytic"	"Solanales"	""	2024	305781	0.0066191162956495
"1333"	"Epiphytic"	"Solanales"	"Agaricales"	0	305781	0
"1334"	"Epiphytic"	"Solanales"	"Agaricomycetes"	921	305781	0.00301195953967055
"1335"	"Epiphytic"	"Solanales"	"Agaricostilbomycetes"	81	305781	0.000264895464400993
"1336"	"Epiphytic"	"Solanales"	"Aphelidiomycetes"	0	305781	0
"1337"	"Epiphytic"	"Solanales"	"Archaeorhizomycetes"	46	305781	0.000150434461264761
"1338"	"Epiphytic"	"Solanales"	"Archaeosporomycetes"	0	305781	0
"1339"	"Epiphytic"	"Solanales"	"Arthoniomycetes"	0	305781	0
"1340"	"Epiphytic"	"Solanales"	"Atractiellomycetes"	0	305781	0
"1341"	"Epiphytic"	"Solanales"	"Basidiobolomycetes"	0	305781	0
"1342"	"Epiphytic"	"Solanales"	"Blastocladiomycetes"	0	305781	0
"1343"	"Epiphytic"	"Solanales"	"Chytridiomycetes"	0	305781	0
"1344"	"Epiphytic"	"Solanales"	"Cystobasidiomycetes"	52694	305781	0.172325945693159
"1345"	"Epiphytic"	"Solanales"	"Dacrymycetes"	0	305781	0
"1346"	"Epiphytic"	"Solanales"	"Dothideomycetes"	146354	305781	0.478623590085715
"1347"	"Epiphytic"	"Solanales"	"Endogonomycetes"	0	305781	0
"1348"	"Epiphytic"	"Solanales"	"Entomophthoromycetes"	0	305781	0
"1349"	"Epiphytic"	"Solanales"	"Eurotiomycetes"	853	305781	0.00278957816214873
"1350"	"Epiphytic"	"Solanales"	"Exobasidiomycetes"	58	305781	0.000189678233768612
"1351"	"Epiphytic"	"Solanales"	"Geoglossomycetes"	0	305781	0
"1352"	"Epiphytic"	"Solanales"	"Glomeromycetes"	0	305781	0
"1353"	"Epiphytic"	"Solanales"	"Gs18"	0	305781	0
"1354"	"Epiphytic"	"Solanales"	"Gs27"	0	305781	0
"1355"	"Epiphytic"	"Solanales"	"Gs35"	0	305781	0
"1356"	"Epiphytic"	"Solanales"	"Kickxellomycetes"	0	305781	0
"1357"	"Epiphytic"	"Solanales"	"Laboulbeniomycetes"	0	305781	0
"1358"	"Epiphytic"	"Solanales"	"Lecanoromycetes"	0	305781	0
"1359"	"Epiphytic"	"Solanales"	"Leotiomycetes"	110	305781	0.000359734581285299
"1360"	"Epiphytic"	"Solanales"	"Lichinomycetes"	0	305781	0
"1361"	"Epiphytic"	"Solanales"	"Lobulomycetes"	0	305781	0
"1362"	"Epiphytic"	"Solanales"	"Malasseziomycetes"	62	305781	0.000202759491269896
"1363"	"Epiphytic"	"Solanales"	"Microbotryomycetes"	3645	305781	0.0119202958980447
"1364"	"Epiphytic"	"Solanales"	"Mortierellomycetes"	264	305781	0.000863362995084718
"1365"	"Epiphytic"	"Solanales"	"Mucoromycetes"	0	305781	0
"1366"	"Epiphytic"	"Solanales"	"Olpidiomycetes"	0	305781	0
"1367"	"Epiphytic"	"Solanales"	"Orbiliomycetes"	8	305781	2.61625150025672e-05
"1368"	"Epiphytic"	"Solanales"	"Paraglomeromycetes"	0	305781	0
"1369"	"Epiphytic"	"Solanales"	"Pezizomycetes"	0	305781	0
"1370"	"Epiphytic"	"Solanales"	"Pleosporales"	0	305781	0
"1371"	"Epiphytic"	"Solanales"	"Pucciniomycetes"	0	305781	0
"1372"	"Epiphytic"	"Solanales"	"Rhizophlyctidomycetes"	4	305781	1.30812575012836e-05
"1373"	"Epiphytic"	"Solanales"	"Rhizophydiomycetes"	18	305781	5.88656587557762e-05
"1374"	"Epiphytic"	"Solanales"	"Saccharomycetes"	150	305781	0.000490547156298135
"1375"	"Epiphytic"	"Solanales"	"Sanchytriomycetes"	0	305781	0
"1376"	"Epiphytic"	"Solanales"	"Sareomycetes"	0	305781	0
"1377"	"Epiphytic"	"Solanales"	"Sordariomycetes"	8525	305781	0.0278794300496107
"1378"	"Epiphytic"	"Solanales"	"Spiculogloeomycetes"	0	305781	0
"1379"	"Epiphytic"	"Solanales"	"Spizellomycetes"	0	305781	0
"1380"	"Epiphytic"	"Solanales"	"Taphrinomycetes"	0	305781	0
"1381"	"Epiphytic"	"Solanales"	"Tremellomycetes"	89638	305781	0.293144439975015
"1382"	"Epiphytic"	"Solanales"	"Umbelopsidomycetes"	0	305781	0
"1383"	"Epiphytic"	"Solanales"	"Ustilaginomycetes"	262	305781	0.000856822366334076
"1384"	"Epiphytic"	"Solanales"	"Wallemiomycetes"	64	305781	0.000209300120020538
"1385"	"Epiphytic"	"Solanales"	"Zoopagomycetes"	0	305781	0
"1386"	"Epiphytic"	"Vitales"	""	5462	3198364	0.00170774808620907
"1387"	"Epiphytic"	"Vitales"	"Agaricomycetes"	26232	3198364	0.00820169311560535
"1388"	"Epiphytic"	"Vitales"	"Agaricostilbomycetes"	146	3198364	4.56483377126556e-05
"1389"	"Epiphytic"	"Vitales"	"Aphelidiomycetes"	0	3198364	0
"1390"	"Epiphytic"	"Vitales"	"Archaeorhizomycetes"	0	3198364	0
"1391"	"Epiphytic"	"Vitales"	"Archaeosporomycetes"	0	3198364	0
"1392"	"Epiphytic"	"Vitales"	"Arthoniomycetes"	344	3198364	0.000107554987487353
"1393"	"Epiphytic"	"Vitales"	"Atractiellomycetes"	6	3198364	1.87595908408174e-06
"1394"	"Epiphytic"	"Vitales"	"Basidiobolomycetes"	0	3198364	0
"1395"	"Epiphytic"	"Vitales"	"Blastocladiomycetes"	0	3198364	0
"1396"	"Epiphytic"	"Vitales"	"Calcarisporiellomycetes"	0	3198364	0
"1397"	"Epiphytic"	"Vitales"	"Chytridiomycetes"	0	3198364	0
"1398"	"Epiphytic"	"Vitales"	"Cystobasidiomycetes"	1990	3198364	0.000622193096220443
"1399"	"Epiphytic"	"Vitales"	"Dacrymycetes"	0	3198364	0
"1400"	"Epiphytic"	"Vitales"	"Dothideomycetes"	3003586	3198364	0.939100740253455
"1401"	"Epiphytic"	"Vitales"	"Endogonomycetes"	0	3198364	0
"1402"	"Epiphytic"	"Vitales"	"Entomophthoromycetes"	0	3198364	0
"1403"	"Epiphytic"	"Vitales"	"Eurotiomycetes"	9078	3198364	0.00283832609421567
"1404"	"Epiphytic"	"Vitales"	"Exobasidiomycetes"	1580	3198364	0.000494002558808191
"1405"	"Epiphytic"	"Vitales"	"Geminibasidiomycetes"	0	3198364	0
"1406"	"Epiphytic"	"Vitales"	"Glomeromycetes"	604	3198364	0.000188846547797561
"1407"	"Epiphytic"	"Vitales"	"Gs17"	0	3198364	0
"1408"	"Epiphytic"	"Vitales"	"GS17"	0	3198364	0
"1409"	"Epiphytic"	"Vitales"	"Kickxellomycetes"	0	3198364	0
"1410"	"Epiphytic"	"Vitales"	"Laboulbeniomycetes"	20	3198364	6.25319694693912e-06
"1411"	"Epiphytic"	"Vitales"	"Lecanoromycetes"	932	3198364	0.000291398977727363
"1412"	"Epiphytic"	"Vitales"	"Leotiomycetes"	27308	3198364	0.00853811511135068
"1413"	"Epiphytic"	"Vitales"	"Lobulomycetes"	0	3198364	0
"1414"	"Epiphytic"	"Vitales"	"Malasseziomycetes"	0	3198364	0
"1415"	"Epiphytic"	"Vitales"	"Microbotryomycetes"	4872	3198364	0.00152327877627437
"1416"	"Epiphytic"	"Vitales"	"Monoblepharidomycetes"	0	3198364	0
"1417"	"Epiphytic"	"Vitales"	"Mortierellomycetes"	98	3198364	3.06406650400017e-05
"1418"	"Epiphytic"	"Vitales"	"Mucoromycetes"	6	3198364	1.87595908408174e-06
"1419"	"Epiphytic"	"Vitales"	"Olpidiomycetes"	0	3198364	0
"1420"	"Epiphytic"	"Vitales"	"Orbiliomycetes"	208	3198364	6.50332482481669e-05
"1421"	"Epiphytic"	"Vitales"	"Pezizomycetes"	102	3198364	3.18913044293895e-05
"1422"	"Epiphytic"	"Vitales"	"Pucciniomycetes"	324	3198364	0.000101301790540414
"1423"	"Epiphytic"	"Vitales"	"Rhizophlyctidomycetes"	16	3198364	5.0025575575513e-06
"1424"	"Epiphytic"	"Vitales"	"Rhizophydiomycetes"	0	3198364	0
"1425"	"Epiphytic"	"Vitales"	"Saccharomycetes"	47442	3198364	0.0148332084778343
"1426"	"Epiphytic"	"Vitales"	"Sordariomycetes"	12824	3198364	0.00400954988237737
"1427"	"Epiphytic"	"Vitales"	"Spiculogloeomycetes"	0	3198364	0
"1428"	"Epiphytic"	"Vitales"	"Spizellomycetes"	32	3198364	1.00051151151026e-05
"1429"	"Epiphytic"	"Vitales"	"Taphrinomycetes"	26	3198364	8.12915603102086e-06
"1430"	"Epiphytic"	"Vitales"	"Tremellomycetes"	22788	3198364	0.00712489260134244
"1431"	"Epiphytic"	"Vitales"	"Tritirachiomycetes"	0	3198364	0
"1432"	"Epiphytic"	"Vitales"	"Umbelopsidomycetes"	0	3198364	0
"1433"	"Epiphytic"	"Vitales"	"Ustilaginomycetes"	32330	3198364	0.0101082928647271
"1434"	"Epiphytic"	"Vitales"	"Wallemiomycetes"	8	3198364	2.50127877877565e-06
"1435"	"Total_phyllosphere"	"Brassicales"	""	44448	2255779	0.0197040578886496
"1436"	"Total_phyllosphere"	"Brassicales"	"Agaricales"	0	2255779	0
"1437"	"Total_phyllosphere"	"Brassicales"	"Agaricomycetes"	25929	2255779	0.0114944770742169
"1438"	"Total_phyllosphere"	"Brassicales"	"Agaricostilbomycetes"	30559	2255779	0.0135469831042846
"1439"	"Total_phyllosphere"	"Brassicales"	"Aphelidiomycetes"	58	2255779	2.57117386055992e-05
"1440"	"Total_phyllosphere"	"Brassicales"	"Archaeorhizomycetes"	0	2255779	0
"1441"	"Total_phyllosphere"	"Brassicales"	"Archaeosporomycetes"	0	2255779	0
"1442"	"Total_phyllosphere"	"Brassicales"	"Arthoniomycetes"	66	2255779	2.92581853098198e-05
"1443"	"Total_phyllosphere"	"Brassicales"	"Atractiellomycetes"	0	2255779	0
"1444"	"Total_phyllosphere"	"Brassicales"	"Basidiobolomycetes"	0	2255779	0
"1445"	"Total_phyllosphere"	"Brassicales"	"Blastocladiomycetes"	0	2255779	0
"1446"	"Total_phyllosphere"	"Brassicales"	"Chytridiomycetes"	158	2255779	7.00423224083565e-05
"1447"	"Total_phyllosphere"	"Brassicales"	"Cystobasidiomycetes"	25083	2255779	0.0111194403352456
"1448"	"Total_phyllosphere"	"Brassicales"	"Dacrymycetes"	8	2255779	3.54644670422058e-06
"1449"	"Total_phyllosphere"	"Brassicales"	"Dothideomycetes"	176523	2255779	0.0782536764461412
"1450"	"Total_phyllosphere"	"Brassicales"	"Endogonomycetes"	0	2255779	0
"1451"	"Total_phyllosphere"	"Brassicales"	"Entomophthoromycetes"	0	2255779	0
"1452"	"Total_phyllosphere"	"Brassicales"	"Eurotiomycetes"	5036	2255779	0.00223248820030686
"1453"	"Total_phyllosphere"	"Brassicales"	"Exobasidiomycetes"	15566	2255779	0.0069004986747372
"1454"	"Total_phyllosphere"	"Brassicales"	"Geoglossomycetes"	0	2255779	0
"1455"	"Total_phyllosphere"	"Brassicales"	"Glomeromycetes"	36	2255779	1.59590101689926e-05
"1456"	"Total_phyllosphere"	"Brassicales"	"Gs18"	0	2255779	0
"1457"	"Total_phyllosphere"	"Brassicales"	"Gs27"	0	2255779	0
"1458"	"Total_phyllosphere"	"Brassicales"	"Gs35"	0	2255779	0
"1459"	"Total_phyllosphere"	"Brassicales"	"Kickxellomycetes"	0	2255779	0
"1460"	"Total_phyllosphere"	"Brassicales"	"Laboulbeniomycetes"	28	2255779	1.2412563464772e-05
"1461"	"Total_phyllosphere"	"Brassicales"	"Lecanoromycetes"	325	2255779	0.000144074397358961
"1462"	"Total_phyllosphere"	"Brassicales"	"Leotiomycetes"	12691	2255779	0.00562599439040793
"1463"	"Total_phyllosphere"	"Brassicales"	"Lichinomycetes"	32	2255779	1.41857868168823e-05
"1464"	"Total_phyllosphere"	"Brassicales"	"Lobulomycetes"	48	2255779	2.12786802253235e-05
"1465"	"Total_phyllosphere"	"Brassicales"	"Malasseziomycetes"	0	2255779	0
"1466"	"Total_phyllosphere"	"Brassicales"	"Microbotryomycetes"	578286	2255779	0.256357559849613
"1467"	"Total_phyllosphere"	"Brassicales"	"Mortierellomycetes"	4080	2255779	0.0018086878191525
"1468"	"Total_phyllosphere"	"Brassicales"	"Mucoromycetes"	0	2255779	0
"1469"	"Total_phyllosphere"	"Brassicales"	"Olpidiomycetes"	50	2255779	2.21652919013786e-05
"1470"	"Total_phyllosphere"	"Brassicales"	"Orbiliomycetes"	402	2255779	0.000178208946887084
"1471"	"Total_phyllosphere"	"Brassicales"	"Paraglomeromycetes"	0	2255779	0
"1472"	"Total_phyllosphere"	"Brassicales"	"Pezizomycetes"	994	2255779	0.000440646002999407
"1473"	"Total_phyllosphere"	"Brassicales"	"Pleosporales"	0	2255779	0
"1474"	"Total_phyllosphere"	"Brassicales"	"Pucciniomycetes"	0	2255779	0
"1475"	"Total_phyllosphere"	"Brassicales"	"Rhizophlyctidomycetes"	0	2255779	0
"1476"	"Total_phyllosphere"	"Brassicales"	"Rhizophydiomycetes"	312	2255779	0.000138311421464603
"1477"	"Total_phyllosphere"	"Brassicales"	"Saccharomycetes"	70	2255779	3.10314086619301e-05
"1478"	"Total_phyllosphere"	"Brassicales"	"Sanchytriomycetes"	0	2255779	0
"1479"	"Total_phyllosphere"	"Brassicales"	"Sareomycetes"	0	2255779	0
"1480"	"Total_phyllosphere"	"Brassicales"	"Sordariomycetes"	11285	2255779	0.00500270638214116
"1481"	"Total_phyllosphere"	"Brassicales"	"Spiculogloeomycetes"	0	2255779	0
"1482"	"Total_phyllosphere"	"Brassicales"	"Spizellomycetes"	66	2255779	2.92581853098198e-05
"1483"	"Total_phyllosphere"	"Brassicales"	"Taphrinomycetes"	123788	2255779	0.0548759430777572
"1484"	"Total_phyllosphere"	"Brassicales"	"Tremellomycetes"	1199702	2255779	0.531834900493355
"1485"	"Total_phyllosphere"	"Brassicales"	"Umbelopsidomycetes"	0	2255779	0
"1486"	"Total_phyllosphere"	"Brassicales"	"Ustilaginomycetes"	12	2255779	5.31967005633087e-06
"1487"	"Total_phyllosphere"	"Brassicales"	"Wallemiomycetes"	138	2255779	6.1176205647805e-05
"1488"	"Total_phyllosphere"	"Brassicales"	"Zoopagomycetes"	0	2255779	0
"1489"	"Total_phyllosphere"	"Fabales"	""	6685	329576	0.0202836371580455
"1490"	"Total_phyllosphere"	"Fabales"	"Agaricomycetes"	2644	329576	0.00802242881763235
"1491"	"Total_phyllosphere"	"Fabales"	"Agaricostilbomycetes"	38	329576	0.000115299657742069
"1492"	"Total_phyllosphere"	"Fabales"	"Arthoniomycetes"	0	329576	0
"1493"	"Total_phyllosphere"	"Fabales"	"Atractiellomycetes"	0	329576	0
"1494"	"Total_phyllosphere"	"Fabales"	"Cystobasidiomycetes"	1053	329576	0.00319501420006311
"1495"	"Total_phyllosphere"	"Fabales"	"Dacrymycetes"	50	329576	0.000151710075976406
"1496"	"Total_phyllosphere"	"Fabales"	"Dothideomycetes"	210310	329576	0.638122921571959
"1497"	"Total_phyllosphere"	"Fabales"	"Entomophthoromycetes"	10	329576	3.03420151952812e-05
"1498"	"Total_phyllosphere"	"Fabales"	"Eurotiomycetes"	2568	329576	0.00779182950214821
"1499"	"Total_phyllosphere"	"Fabales"	"Exobasidiomycetes"	7734	329576	0.0234665145520305
"1500"	"Total_phyllosphere"	"Fabales"	"Lecanoromycetes"	802	329576	0.00243342961866155
"1501"	"Total_phyllosphere"	"Fabales"	"Leotiomycetes"	15694	329576	0.0476187586474743
"1502"	"Total_phyllosphere"	"Fabales"	"Malasseziomycetes"	36	329576	0.000109231254703012
"1503"	"Total_phyllosphere"	"Fabales"	"Microbotryomycetes"	5247	329576	0.0159204553729641
"1504"	"Total_phyllosphere"	"Fabales"	"Mortierellomycetes"	355	329576	0.00107714153943248
"1505"	"Total_phyllosphere"	"Fabales"	"Mucoromycetes"	40	329576	0.000121368060781125
"1506"	"Total_phyllosphere"	"Fabales"	"Orbiliomycetes"	168	329576	0.000509745855280724
"1507"	"Total_phyllosphere"	"Fabales"	"Pezizomycetes"	63	329576	0.000191154695730272
"1508"	"Total_phyllosphere"	"Fabales"	"Pucciniomycetes"	32	329576	9.70944486248999e-05
"1509"	"Total_phyllosphere"	"Fabales"	"Saccharomycetes"	460	329576	0.00139573269898294
"1510"	"Total_phyllosphere"	"Fabales"	"Sanchytriomycetes"	40	329576	0.000121368060781125
"1511"	"Total_phyllosphere"	"Fabales"	"Sareomycetes"	0	329576	0
"1512"	"Total_phyllosphere"	"Fabales"	"Sordariomycetes"	21838	329576	0.0662608927834551
"1513"	"Total_phyllosphere"	"Fabales"	"Spiculogloeomycetes"	16	329576	4.85472243124499e-05
"1514"	"Total_phyllosphere"	"Fabales"	"Spizellomycetes"	125	329576	0.000379275189941015
"1515"	"Total_phyllosphere"	"Fabales"	"Taphrinomycetes"	223	329576	0.000676626938854771
"1516"	"Total_phyllosphere"	"Fabales"	"Tremellomycetes"	53315	329576	0.161768454013642
"1517"	"Total_phyllosphere"	"Fabales"	"Umbelopsidomycetes"	0	329576	0
"1518"	"Total_phyllosphere"	"Fabales"	"Ustilaginomycetes"	30	329576	9.10260455858436e-05
"1519"	"Total_phyllosphere"	"Fabales"	"Wallemiomycetes"	0	329576	0
"1520"	"Total_phyllosphere"	"Lamiales"	""	5690	769824	0.00739129982957143
"1521"	"Total_phyllosphere"	"Lamiales"	"Agaricomycetes"	4568	769824	0.0059338238350584
"1522"	"Total_phyllosphere"	"Lamiales"	"Agaricostilbomycetes"	84	769824	0.000109115849856591
"1523"	"Total_phyllosphere"	"Lamiales"	"Aphelidiomycetes"	0	769824	0
"1524"	"Total_phyllosphere"	"Lamiales"	"Archaeorhizomycetes"	0	769824	0
"1525"	"Total_phyllosphere"	"Lamiales"	"Archaeosporomycetes"	0	769824	0
"1526"	"Total_phyllosphere"	"Lamiales"	"Arthoniomycetes"	0	769824	0
"1527"	"Total_phyllosphere"	"Lamiales"	"Atractiellomycetes"	0	769824	0
"1528"	"Total_phyllosphere"	"Lamiales"	"Basidiobolomycetes"	0	769824	0
"1529"	"Total_phyllosphere"	"Lamiales"	"Blastocladiomycetes"	0	769824	0
"1530"	"Total_phyllosphere"	"Lamiales"	"Calcarisporiellomycetes"	0	769824	0
"1531"	"Total_phyllosphere"	"Lamiales"	"Chytridiomycetes"	0	769824	0
"1532"	"Total_phyllosphere"	"Lamiales"	"Cystobasidiomycetes"	27128	769824	0.0352392235108284
"1533"	"Total_phyllosphere"	"Lamiales"	"Dacrymycetes"	0	769824	0
"1534"	"Total_phyllosphere"	"Lamiales"	"Dothideomycetes"	363322	769824	0.471954628590431
"1535"	"Total_phyllosphere"	"Lamiales"	"Endogonomycetes"	0	769824	0
"1536"	"Total_phyllosphere"	"Lamiales"	"Entomophthoromycetes"	0	769824	0
"1537"	"Total_phyllosphere"	"Lamiales"	"Eurotiomycetes"	3374	769824	0.00438281996923972
"1538"	"Total_phyllosphere"	"Lamiales"	"Exobasidiomycetes"	13020	769824	0.0169129567277715
"1539"	"Total_phyllosphere"	"Lamiales"	"Geminibasidiomycetes"	0	769824	0
"1540"	"Total_phyllosphere"	"Lamiales"	"Glomeromycetes"	0	769824	0
"1541"	"Total_phyllosphere"	"Lamiales"	"Gs17"	0	769824	0
"1542"	"Total_phyllosphere"	"Lamiales"	"GS17"	0	769824	0
"1543"	"Total_phyllosphere"	"Lamiales"	"Kickxellomycetes"	0	769824	0
"1544"	"Total_phyllosphere"	"Lamiales"	"Laboulbeniomycetes"	0	769824	0
"1545"	"Total_phyllosphere"	"Lamiales"	"Lecanoromycetes"	552	769824	0.00071704701334331
"1546"	"Total_phyllosphere"	"Lamiales"	"Leotiomycetes"	31756	769824	0.0412509872386416
"1547"	"Total_phyllosphere"	"Lamiales"	"Lobulomycetes"	0	769824	0
"1548"	"Total_phyllosphere"	"Lamiales"	"Malasseziomycetes"	0	769824	0
"1549"	"Total_phyllosphere"	"Lamiales"	"Microbotryomycetes"	37312	769824	0.0484682213077275
"1550"	"Total_phyllosphere"	"Lamiales"	"Monoblepharidomycetes"	0	769824	0
"1551"	"Total_phyllosphere"	"Lamiales"	"Mortierellomycetes"	0	769824	0
"1552"	"Total_phyllosphere"	"Lamiales"	"Mucoromycetes"	0	769824	0
"1553"	"Total_phyllosphere"	"Lamiales"	"Olpidiomycetes"	0	769824	0
"1554"	"Total_phyllosphere"	"Lamiales"	"Orbiliomycetes"	0	769824	0
"1555"	"Total_phyllosphere"	"Lamiales"	"Pezizomycetes"	0	769824	0
"1556"	"Total_phyllosphere"	"Lamiales"	"Pucciniomycetes"	0	769824	0
"1557"	"Total_phyllosphere"	"Lamiales"	"Rhizophlyctidomycetes"	0	769824	0
"1558"	"Total_phyllosphere"	"Lamiales"	"Rhizophydiomycetes"	0	769824	0
"1559"	"Total_phyllosphere"	"Lamiales"	"Saccharomycetes"	1182	769824	0.00153541588726774
"1560"	"Total_phyllosphere"	"Lamiales"	"Sordariomycetes"	4748	769824	0.00616764351332253
"1561"	"Total_phyllosphere"	"Lamiales"	"Spiculogloeomycetes"	0	769824	0
"1562"	"Total_phyllosphere"	"Lamiales"	"Spizellomycetes"	126	769824	0.000163673774784886
"1563"	"Total_phyllosphere"	"Lamiales"	"Taphrinomycetes"	28894	769824	0.037533254354242
"1564"	"Total_phyllosphere"	"Lamiales"	"Tremellomycetes"	248068	769824	0.322239888597913
"1565"	"Total_phyllosphere"	"Lamiales"	"Tritirachiomycetes"	0	769824	0
"1566"	"Total_phyllosphere"	"Lamiales"	"Umbelopsidomycetes"	0	769824	0
"1567"	"Total_phyllosphere"	"Lamiales"	"Ustilaginomycetes"	0	769824	0
"1568"	"Total_phyllosphere"	"Lamiales"	"Wallemiomycetes"	0	769824	0
"1569"	"Total_phyllosphere"	"Poales"	""	262080	1662362	0.157655191829457
"1570"	"Total_phyllosphere"	"Poales"	"Agaricomycetes"	422	1662362	0.000253855658394501
"1571"	"Total_phyllosphere"	"Poales"	"Agaricostilbomycetes"	5746	1662362	0.00345652751927679
"1572"	"Total_phyllosphere"	"Poales"	"Aphelidiomycetes"	0	1662362	0
"1573"	"Total_phyllosphere"	"Poales"	"Archaeorhizomycetes"	0	1662362	0
"1574"	"Total_phyllosphere"	"Poales"	"Archaeosporomycetes"	0	1662362	0
"1575"	"Total_phyllosphere"	"Poales"	"Arthoniomycetes"	0	1662362	0
"1576"	"Total_phyllosphere"	"Poales"	"Atractiellomycetes"	0	1662362	0
"1577"	"Total_phyllosphere"	"Poales"	"Basidiobolomycetes"	0	1662362	0
"1578"	"Total_phyllosphere"	"Poales"	"Blastocladiomycetes"	0	1662362	0
"1579"	"Total_phyllosphere"	"Poales"	"Calcarisporiellomycetes"	0	1662362	0
"1580"	"Total_phyllosphere"	"Poales"	"Chytridiomycetes"	0	1662362	0
"1581"	"Total_phyllosphere"	"Poales"	"Cystobasidiomycetes"	22252	1662362	0.0133857727739205
"1582"	"Total_phyllosphere"	"Poales"	"Dacrymycetes"	0	1662362	0
"1583"	"Total_phyllosphere"	"Poales"	"Dothideomycetes"	1013988	1662362	0.609968225933942
"1584"	"Total_phyllosphere"	"Poales"	"Endogonomycetes"	0	1662362	0
"1585"	"Total_phyllosphere"	"Poales"	"Entomophthoromycetes"	0	1662362	0
"1586"	"Total_phyllosphere"	"Poales"	"Eurotiomycetes"	84	1662362	5.05305102017491e-05
"1587"	"Total_phyllosphere"	"Poales"	"Exobasidiomycetes"	2388	1662362	0.00143651021859258
"1588"	"Total_phyllosphere"	"Poales"	"Geminibasidiomycetes"	0	1662362	0
"1589"	"Total_phyllosphere"	"Poales"	"Glomeromycetes"	9022	1662362	0.005427217417145
"1590"	"Total_phyllosphere"	"Poales"	"Gs17"	0	1662362	0
"1591"	"Total_phyllosphere"	"Poales"	"GS17"	0	1662362	0
"1592"	"Total_phyllosphere"	"Poales"	"Kickxellomycetes"	0	1662362	0
"1593"	"Total_phyllosphere"	"Poales"	"Laboulbeniomycetes"	0	1662362	0
"1594"	"Total_phyllosphere"	"Poales"	"Lecanoromycetes"	0	1662362	0
"1595"	"Total_phyllosphere"	"Poales"	"Leotiomycetes"	27592	1662362	0.0165980694938888
"1596"	"Total_phyllosphere"	"Poales"	"Lobulomycetes"	0	1662362	0
"1597"	"Total_phyllosphere"	"Poales"	"Malasseziomycetes"	0	1662362	0
"1598"	"Total_phyllosphere"	"Poales"	"Microbotryomycetes"	77208	1662362	0.0464447575197219
"1599"	"Total_phyllosphere"	"Poales"	"Monoblepharidomycetes"	0	1662362	0
"1600"	"Total_phyllosphere"	"Poales"	"Mortierellomycetes"	94	1662362	5.65460471305287e-05
"1601"	"Total_phyllosphere"	"Poales"	"Mucoromycetes"	610	1662362	0.000366947752655559
"1602"	"Total_phyllosphere"	"Poales"	"Olpidiomycetes"	0	1662362	0
"1603"	"Total_phyllosphere"	"Poales"	"Orbiliomycetes"	0	1662362	0
"1604"	"Total_phyllosphere"	"Poales"	"Pezizomycetes"	6	1662362	3.60932215726779e-06
"1605"	"Total_phyllosphere"	"Poales"	"Pucciniomycetes"	542	1662362	0.000326042101539857
"1606"	"Total_phyllosphere"	"Poales"	"Rhizophlyctidomycetes"	0	1662362	0
"1607"	"Total_phyllosphere"	"Poales"	"Rhizophydiomycetes"	0	1662362	0
"1608"	"Total_phyllosphere"	"Poales"	"Saccharomycetes"	6624	1662362	0.00398469166162364
"1609"	"Total_phyllosphere"	"Poales"	"Sordariomycetes"	71408	1662362	0.0429557461010297
"1610"	"Total_phyllosphere"	"Poales"	"Spiculogloeomycetes"	0	1662362	0
"1611"	"Total_phyllosphere"	"Poales"	"Spizellomycetes"	0	1662362	0
"1612"	"Total_phyllosphere"	"Poales"	"Taphrinomycetes"	64702	1662362	0.0389217270365901
